WavelengthBeforeRxn,AbsorbanceBeforeRxn,WavelengthAfterRxn,AbsorbanceAfterRxn,WavelengthAfterPurification,AbsorbanceAfterPurification
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
540.2267,0.4119,540.2267,0.3597,540.2267,0.2477
540.4292,0.4097,540.4292,0.3596,540.4292,0.246
540.6318,0.4085,540.6318,0.359,540.6318,0.2452
540.8343,0.407,540.8343,0.3566,540.8343,0.2467
541.0368,0.405,541.0368,0.3572,541.0368,0.2449
541.2393,0.4059,541.2393,0.3547,541.2393,0.2443
541.4418,0.4046,541.4418,0.3557,541.4418,0.2466
541.6443,0.4004,541.6443,0.356,541.6443,0.2462
541.8468,0.4028,541.8468,0.3561,541.8468,0.2436
542.0492,0.4002,542.0492,0.3515,542.0492,0.2433
542.2516,0.399,542.2516,0.3521,542.2516,0.2436
542.4541,0.3981,542.4541,0.3512,542.4541,0.2431
542.6565,0.3986,542.6565,0.3491,542.6565,0.2433
542.8589,0.3959,542.8589,0.3472,542.8589,0.2425
543.0613,0.3969,543.0613,0.3469,543.0613,0.2418
543.2637,0.3961,543.2637,0.348,543.2637,0.2418
543.466,0.3938,543.466,0.3456,543.466,0.2398
543.6684,0.3921,543.6684,0.3443,543.6684,0.2399
543.8707,0.3913,543.8707,0.3447,543.8707,0.2406
544.0731,0.3881,544.0731,0.3429,544.0731,0.2388
544.2754,0.3906,544.2754,0.3422,544.2754,0.2397
544.4777,0.386,544.4777,0.3421,544.4777,0.2379
544.68,0.3887,544.68,0.3388,544.68,0.2362
544.8822,0.387,544.8822,0.3413,544.8822,0.2394
545.0845,0.3853,545.0845,0.3365,545.0845,0.2368
545.2868,0.3832,545.2868,0.339,545.2868,0.2347
545.489,0.3822,545.489,0.3357,545.489,0.2344
545.6912,0.3825,545.6912,0.3361,545.6912,0.2353
545.8935,0.3805,545.8935,0.3333,545.8935,0.2343
546.0957,0.3799,546.0957,0.3346,546.0957,0.2345
546.2979,0.3798,546.2979,0.3322,546.2979,0.235
546.5,0.3786,546.5,0.3303,546.5,0.2345
546.7022,0.3759,546.7022,0.3313,546.7022,0.2317
546.9044,0.3745,546.9044,0.3302,546.9044,0.2338
547.1065,0.3739,547.1065,0.3277,547.1065,0.2345
547.3086,0.3732,547.3086,0.3272,547.3086,0.2317
547.5108,0.3725,547.5108,0.3255,547.5108,0.2313
547.7129,0.3721,547.7129,0.3267,547.7129,0.2326
547.915,0.3716,547.915,0.3239,547.915,0.2331
548.1171,0.3696,548.1171,0.3234,548.1171,0.2327
548.3191,0.3687,548.3191,0.3224,548.3191,0.2316
548.5212,0.3685,548.5212,0.321,548.5212,0.2303
548.7232,0.3658,548.7232,0.32,548.7232,0.2308
548.9253,0.3646,548.9253,0.3214,548.9253,0.2306
549.1273,0.3657,549.1273,0.3194,549.1273,0.2301
549.3293,0.3649,549.3293,0.3173,549.3293,0.2311
549.5313,0.3639,549.5313,0.3152,549.5313,0.2276
549.7333,0.3602,549.7333,0.3149,549.7333,0.2271
549.9352,0.3613,549.9352,0.316,549.9352,0.2271
550.1372,0.3586,550.1372,0.3139,550.1372,0.2276
550.3392,0.3594,550.3392,0.3111,550.3392,0.2274
550.5411,0.3566,550.5411,0.3103,550.5411,0.2278
550.743,0.3578,550.743,0.3111,550.743,0.2247
550.9449,0.3566,550.9449,0.3101,550.9449,0.2243
551.1468,0.3542,551.1468,0.3064,551.1468,0.2267
551.3487,0.3527,551.3487,0.3082,551.3487,0.2242
551.5506,0.3524,551.5506,0.3066,551.5506,0.2255
551.7524,0.3532,551.7524,0.3058,551.7524,0.2222
551.9543,0.3514,551.9543,0.3052,551.9543,0.224
552.1561,0.3495,552.1561,0.3036,552.1561,0.2236
552.3579,0.3482,552.3579,0.3031,552.3579,0.2239
552.5597,0.3496,552.5597,0.3018,552.5597,0.2237
552.7615,0.3471,552.7615,0.3032,552.7615,0.2226
552.9633,0.3462,552.9633,0.302,552.9633,0.2214
553.1651,0.3451,553.1651,0.2982,553.1651,0.2224
553.3669,0.342,553.3669,0.2979,553.3669,0.2206
553.5686,0.3427,553.5686,0.2958,553.5686,0.2216
553.7704,0.3424,553.7704,0.297,553.7704,0.2201
553.9721,0.3391,553.9721,0.296,553.9721,0.2205
554.1738,0.3428,554.1738,0.294,554.1738,0.2201
554.3755,0.3423,554.3755,0.2942,554.3755,0.2191
554.5772,0.3382,554.5772,0.2935,554.5772,0.2192
554.7788,0.3365,554.7788,0.2903,554.7788,0.218
554.9805,0.3375,554.9805,0.2914,554.9805,0.2188
555.1822,0.3373,555.1822,0.2913,555.1822,0.2198
555.3838,0.3372,555.3838,0.2914,555.3838,0.2189
555.5854,0.336,555.5854,0.2872,555.5854,0.2154
555.787,0.3335,555.787,0.2857,555.787,0.2175
555.9886,0.3344,555.9886,0.2891,555.9886,0.2164
556.1902,0.3323,556.1902,0.2849,556.1902,0.2154
556.3918,0.3295,556.3918,0.2854,556.3918,0.2158
556.5934,0.3295,556.5934,0.285,556.5934,0.2166
556.7949,0.3271,556.7949,0.2848,556.7949,0.2156
556.9964,0.3274,556.9964,0.2834,556.9964,0.2168
557.198,0.3271,557.198,0.2796,557.198,0.2154
557.3995,0.3264,557.3995,0.2807,557.3995,0.2152
557.601,0.3248,557.601,0.2811,557.601,0.2139
557.8025,0.324,557.8025,0.2806,557.8025,0.2152
558.0039,0.3246,558.0039,0.2788,558.0039,0.2136
558.2054,0.3217,558.2054,0.2787,558.2054,0.213
558.4068,0.3234,558.4068,0.2779,558.4068,0.2132
558.6083,0.3204,558.6083,0.2761,558.6083,0.2126
558.8097,0.3195,558.8097,0.2761,558.8097,0.2133
559.0111,0.3188,559.0111,0.2747,559.0111,0.2116
559.2125,0.3176,559.2125,0.2732,559.2125,0.2138
559.4139,0.3178,559.4139,0.272,559.4139,0.2113
559.6153,0.3179,559.6153,0.27,559.6153,0.211
559.8166,0.3136,559.8166,0.2707,559.8166,0.2111
560.018,0.316,560.018,0.2711,560.018,0.2096
560.2193,0.3142,560.2193,0.2702,560.2193,0.2103
560.4207,0.314,560.4207,0.2696,560.4207,0.2088
560.622,0.3105,560.622,0.2694,560.622,0.2098
560.8233,0.3109,560.8233,0.2678,560.8233,0.2098
561.0246,0.3109,561.0246,0.2662,561.0246,0.2105
561.2258,0.3115,561.2258,0.2649,561.2258,0.2087
561.4271,0.3097,561.4271,0.264,561.4271,0.2086
561.6283,0.3097,561.6283,0.2636,561.6283,0.2086
561.8296,0.3071,561.8296,0.2639,561.8296,0.2063
562.0308,0.3065,562.0308,0.2635,562.0308,0.2055
562.232,0.3073,562.232,0.2626,562.232,0.2081
562.4332,0.3038,562.4332,0.2616,562.4332,0.2084
562.6344,0.3054,562.6344,0.2615,562.6344,0.2069
562.8356,0.3036,562.8356,0.2599,562.8356,0.2053
563.0367,0.3021,563.0367,0.2598,563.0367,0.2053
563.2379,0.3016,563.2379,0.2578,563.2379,0.2048
563.439,0.3006,563.439,0.2579,563.439,0.2042
563.6401,0.2998,563.6401,0.256,563.6401,0.2049
563.8413,0.2979,563.8413,0.2568,563.8413,0.206
564.0424,0.2986,564.0424,0.2551,564.0424,0.2048
564.2434,0.2969,564.2434,0.2562,564.2434,0.2042
564.4445,0.2971,564.4445,0.2537,564.4445,0.2052
564.6456,0.2974,564.6456,0.2541,564.6456,0.2043
564.8466,0.2953,564.8466,0.2533,564.8466,0.2026
565.0477,0.2953,565.0477,0.2523,565.0477,0.2036
565.2487,0.2929,565.2487,0.2506,565.2487,0.2025
565.4497,0.2925,565.4497,0.2498,565.4497,0.204
565.6507,0.2939,565.6507,0.2503,565.6507,0.2025
565.8517,0.2912,565.8517,0.2496,565.8517,0.2028
566.0527,0.29,566.0527,0.2503,566.0527,0.2026
566.2536,0.2901,566.2536,0.2489,566.2536,0.2012
566.4546,0.2908,566.4546,0.2473,566.4546,0.2025
566.6555,0.2879,566.6555,0.2458,566.6555,0.2023
566.8564,0.2866,566.8564,0.245,566.8564,0.2022
567.0573,0.2873,567.0573,0.2467,567.0573,0.1999
567.2582,0.2871,567.2582,0.2436,567.2582,0.2002
567.4591,0.2854,567.4591,0.2437,567.4591,0.2009
567.66,0.2844,567.66,0.244,567.66,0.2017
567.8609,0.2843,567.8609,0.2403,567.8609,0.199
568.0617,0.2834,568.0617,0.24,568.0617,0.1996
568.2625,0.2823,568.2625,0.2419,568.2625,0.1991
568.4634,0.2809,568.4634,0.2396,568.4634,0.2004
568.6642,0.2798,568.6642,0.2393,568.6642,0.1994
568.865,0.2792,568.865,0.2395,568.865,0.1991
569.0658,0.2807,569.0658,0.2389,569.0658,0.1982
569.2665,0.279,569.2665,0.2371,569.2665,0.1979
569.4673,0.2781,569.4673,0.2367,569.4673,0.1991
569.668,0.2769,569.668,0.2379,569.668,0.1986
569.8688,0.2771,569.8688,0.2354,569.8688,0.1974
570.0695,0.2756,570.0695,0.2345,570.0695,0.1976
570.2702,0.2743,570.2702,0.2354,570.2702,0.1975
570.4709,0.2729,570.4709,0.235,570.4709,0.1979
570.6716,0.2728,570.6716,0.2326,570.6716,0.1953
570.8722,0.2728,570.8722,0.2314,570.8722,0.1972
571.0729,0.2732,571.0729,0.2336,571.0729,0.197
571.2736,0.2714,571.2736,0.2299,571.2736,0.1968
571.4742,0.2699,571.4742,0.2327,571.4742,0.1975
571.6748,0.2704,571.6748,0.2287,571.6748,0.1968
571.8754,0.2683,571.8754,0.2288,571.8754,0.1947
572.076,0.2677,572.076,0.2284,572.076,0.1949
572.2766,0.2675,572.2766,0.2289,572.2766,0.1946
572.4772,0.2662,572.4772,0.2262,572.4772,0.1937
572.6777,0.2661,572.6777,0.2275,572.6777,0.197
572.8783,0.2648,572.8783,0.2256,572.8783,0.1953
573.0788,0.265,573.0788,0.2256,573.0788,0.196
573.2793,0.2635,573.2793,0.225,573.2793,0.195
573.4798,0.262,573.4798,0.226,573.4798,0.1935
573.6803,0.2624,573.6803,0.2233,573.6803,0.1959
573.8808,0.2627,573.8808,0.2225,573.8808,0.1942
574.0813,0.2611,574.0813,0.2223,574.0813,0.1935
574.2817,0.2593,574.2817,0.2226,574.2817,0.1946
574.4822,0.2598,574.4822,0.2226,574.4822,0.1964
574.6826,0.259,574.6826,0.2231,574.6826,0.1953
574.883,0.2592,574.883,0.219,574.883,0.1924
575.0834,0.2585,575.0834,0.2205,575.0834,0.1928
575.2838,0.2588,575.2838,0.218,575.2838,0.192
575.4842,0.2551,575.4842,0.2175,575.4842,0.1928
575.6846,0.2565,575.6846,0.2183,575.6846,0.193
575.8849,0.2555,575.8849,0.2173,575.8849,0.1931
576.0853,0.2548,576.0853,0.2152,576.0853,0.1927
576.2856,0.2549,576.2856,0.2165,576.2856,0.1929
576.4859,0.2532,576.4859,0.2152,576.4859,0.1917
576.6862,0.2539,576.6862,0.2153,576.6862,0.1915
576.8865,0.253,576.8865,0.2161,576.8865,0.1923
577.0868,0.2521,577.0868,0.2128,577.0868,0.1906
577.287,0.2507,577.287,0.2131,577.287,0.1933
577.4873,0.2501,577.4873,0.2123,577.4873,0.1931
577.6875,0.2473,577.6875,0.2137,577.6875,0.1907
577.8878,0.2491,577.8878,0.2112,577.8878,0.1923
578.088,0.2472,578.088,0.2107,578.088,0.192
578.2882,0.2468,578.2882,0.2088,578.2882,0.1895
578.4884,0.246,578.4884,0.2092,578.4884,0.19
578.6885,0.2461,578.6885,0.2077,578.6885,0.1898
578.8887,0.2447,578.8887,0.2079,578.8887,0.1904
579.0889,0.2447,579.0889,0.207,579.0889,0.1893
579.289,0.2441,579.289,0.2071,579.289,0.1893
579.4891,0.2428,579.4891,0.2073,579.4891,0.1899
579.6892,0.2427,579.6892,0.2056,579.6892,0.1914
579.8893,0.2415,579.8893,0.2047,579.8893,0.1893
580.0894,0.2417,580.0894,0.204,580.0894,0.19
580.2895,0.2409,580.2895,0.2042,580.2895,0.1882
580.4895,0.2388,580.4895,0.2042,580.4895,0.191
580.6896,0.239,580.6896,0.2042,580.6896,0.1884
580.8896,0.2392,580.8896,0.2033,580.8896,0.1886
581.0897,0.2383,581.0897,0.2005,581.0897,0.1893
581.2897,0.2366,581.2897,0.2002,581.2897,0.1886
581.4897,0.2373,581.4897,0.2002,581.4897,0.1885
581.6897,0.2365,581.6897,0.2013,581.6897,0.1869
581.8896,0.2355,581.8896,0.1991,581.8896,0.1869
582.0896,0.2346,582.0896,0.1995,582.0896,0.1876
582.2895,0.2345,582.2895,0.1987,582.2895,0.1896
582.4895,0.2324,582.4895,0.1977,582.4895,0.1888
582.6894,0.2329,582.6894,0.1979,582.6894,0.1874
582.8893,0.2315,582.8893,0.198,582.8893,0.1876
583.0892,0.2326,583.0892,0.1955,583.0892,0.1864
583.2891,0.2321,583.2891,0.1964,583.2891,0.1876
583.4889,0.2311,583.4889,0.1937,583.4889,0.1875
583.6888,0.2301,583.6888,0.1949,583.6888,0.1858
583.8886,0.2288,583.8886,0.1936,583.8886,0.1863
584.0885,0.2284,584.0885,0.1928,584.0885,0.1868
584.2883,0.2285,584.2883,0.1919,584.2883,0.1848
584.4881,0.2267,584.4881,0.1924,584.4881,0.1869
584.6879,0.2263,584.6879,0.1917,584.6879,0.1861
584.8877,0.227,584.8877,0.1919,584.8877,0.1852
585.0874,0.2278,585.0874,0.1897,585.0874,0.1871
585.2872,0.2252,585.2872,0.1907,585.2872,0.1863
585.4869,0.2242,585.4869,0.1888,585.4869,0.1874
585.6867,0.224,585.6867,0.1887,585.6867,0.1866
585.8864,0.2232,585.8864,0.1885,585.8864,0.1862
586.0861,0.2228,586.0861,0.1865,586.0861,0.1836
586.2858,0.2216,586.2858,0.189,586.2858,0.1835
586.4855,0.2221,586.4855,0.1864,586.4855,0.1844
586.6851,0.2196,586.6851,0.1861,586.6851,0.1842
586.8848,0.2199,586.8848,0.1851,586.8848,0.1832
587.0844,0.2191,587.0844,0.1849,587.0844,0.1851
587.284,0.2207,587.284,0.1851,587.284,0.1838
587.4836,0.2175,587.4836,0.1844,587.4836,0.1833
587.6832,0.2191,587.6832,0.1838,587.6832,0.1847
587.8828,0.2188,587.8828,0.1827,587.8828,0.1843
588.0824,0.2174,588.0824,0.1838,588.0824,0.1825
588.282,0.2169,588.282,0.1818,588.282,0.1828
588.4815,0.2176,588.4815,0.1805,588.4815,0.1836
588.6811,0.2163,588.6811,0.1822,588.6811,0.1851
588.8806,0.2143,588.8806,0.181,588.8806,0.1842
589.0801,0.2128,589.0801,0.1783,589.0801,0.1831
589.2796,0.2142,589.2796,0.1796,589.2796,0.1829
589.4791,0.2147,589.4791,0.1793,589.4791,0.1826
589.6785,0.2129,589.6785,0.1794,589.6785,0.1833
589.878,0.2126,589.878,0.1793,589.878,0.1828
590.0775,0.2129,590.0775,0.1774,590.0775,0.1818
590.2769,0.2112,590.2769,0.1762,590.2769,0.1833
590.4763,0.2109,590.4763,0.1764,590.4763,0.1836
590.6757,0.2108,590.6757,0.1761,590.6757,0.1823
590.8751,0.2101,590.8751,0.1759,590.8751,0.1827
591.0745,0.2105,591.0745,0.1753,591.0745,0.183
591.2739,0.2092,591.2739,0.1755,591.2739,0.1828
591.4732,0.2085,591.4732,0.1752,591.4732,0.181
591.6726,0.2081,591.6726,0.1745,591.6726,0.1825
591.8719,0.2066,591.8719,0.1741,591.8719,0.1818
592.0712,0.2054,592.0712,0.1737,592.0712,0.1824
592.2705,0.2065,592.2705,0.1738,592.2705,0.181
592.4698,0.2053,592.4698,0.1728,592.4698,0.181
592.6691,0.2058,592.6691,0.1712,592.6691,0.1822
592.8683,0.2035,592.8683,0.1726,592.8683,0.1795
593.0676,0.2034,593.0676,0.1711,593.0676,0.1798
593.2668,0.2038,593.2668,0.1711,593.2668,0.1804
593.4661,0.204,593.4661,0.1705,593.4661,0.1795
593.6653,0.2035,593.6653,0.1704,593.6653,0.181
593.8645,0.2025,593.8645,0.1683,593.8645,0.1805
594.0637,0.2021,594.0637,0.1709,594.0637,0.1809
594.2628,0.2017,594.2628,0.1674,594.2628,0.1799
594.462,0.2007,594.462,0.1694,594.462,0.1782
594.6612,0.202,594.6612,0.1679,594.6612,0.1808
594.8603,0.1993,594.8603,0.1662,594.8603,0.1787
595.0594,0.1993,595.0594,0.1665,595.0594,0.178
595.2585,0.2003,595.2585,0.1662,595.2585,0.1808
595.4576,0.1998,595.4576,0.1662,595.4576,0.1802
595.6567,0.1988,595.6567,0.1652,595.6567,0.18
595.8558,0.1969,595.8558,0.1652,595.8558,0.1791
596.0548,0.1972,596.0548,0.1644,596.0548,0.1787
596.2539,0.1977,596.2539,0.1645,596.2539,0.1785
596.4529,0.1969,596.4529,0.1636,596.4529,0.1779
596.6519,0.1967,596.6519,0.1634,596.6519,0.1785
596.8509,0.1975,596.8509,0.1621,596.8509,0.1789
597.0499,0.1956,597.0499,0.1623,597.0499,0.1786
597.2489,0.1954,597.2489,0.1615,597.2489,0.1787
597.4479,0.1941,597.4479,0.1623,597.4479,0.1779
597.6468,0.1951,597.6468,0.1605,597.6468,0.1773
597.8458,0.1938,597.8458,0.1605,597.8458,0.1786
598.0447,0.1943,598.0447,0.1591,598.0447,0.1779
598.2436,0.1928,598.2436,0.1609,598.2436,0.1787
598.4425,0.1923,598.4425,0.1596,598.4425,0.1783
598.6414,0.1928,598.6414,0.1592,598.6414,0.1787
598.8403,0.1908,598.8403,0.1574,598.8403,0.1785
599.0392,0.1912,599.0392,0.1577,599.0392,0.1772
599.238,0.1907,599.238,0.1575,599.238,0.1779
599.4369,0.1907,599.4369,0.1562,599.4369,0.1772
599.6357,0.1906,599.6357,0.1571,599.6357,0.1783
599.8345,0.1906,599.8345,0.1561,599.8345,0.1792
600.0333,0.1899,600.0333,0.1564,600.0333,0.179
600.2321,0.1889,600.2321,0.1536,600.2321,0.1777
600.4309,0.1899,600.4309,0.1555,600.4309,0.1775
600.6296,0.1886,600.6296,0.154,600.6296,0.1767
600.8284,0.1891,600.8284,0.155,600.8284,0.1774
601.0271,0.1884,601.0271,0.1552,601.0271,0.177
601.2258,0.1879,601.2258,0.1527,601.2258,0.1773
601.4245,0.1878,601.4245,0.1544,601.4245,0.1756
601.6232,0.1883,601.6232,0.1528,601.6232,0.1769
601.8219,0.1864,601.8219,0.1536,601.8219,0.1764
602.0206,0.1867,602.0206,0.1517,602.0206,0.1759
602.2192,0.1849,602.2192,0.1514,602.2192,0.1777
602.4179,0.1861,602.4179,0.1522,602.4179,0.1758
602.6165,0.1863,602.6165,0.152,602.6165,0.1761
602.8151,0.1854,602.8151,0.1504,602.8151,0.1768
603.0137,0.1846,603.0137,0.1502,603.0137,0.1759
603.2123,0.1837,603.2123,0.1497,603.2123,0.1778
603.4109,0.1849,603.4109,0.1496,603.4109,0.1758
603.6095,0.1836,603.6095,0.1488,603.6095,0.1764
603.808,0.1832,603.808,0.1494,603.808,0.1776
604.0065,0.1835,604.0065,0.1492,604.0065,0.1782
604.2051,0.1831,604.2051,0.1486,604.2051,0.1762
604.4036,0.1835,604.4036,0.1499,604.4036,0.1765
604.6021,0.1817,604.6021,0.1472,604.6021,0.1769
604.8006,0.1825,604.8006,0.1472,604.8006,0.1755
604.999,0.1833,604.999,0.1462,604.999,0.1773
605.1975,0.1809,605.1975,0.1467,605.1975,0.1763
605.396,0.1814,605.396,0.1463,605.396,0.1763
605.5944,0.1811,605.5944,0.1465,605.5944,0.176
605.7928,0.1807,605.7928,0.1475,605.7928,0.1756
605.9912,0.1805,605.9912,0.147,605.9912,0.1768
606.1896,0.18,606.1896,0.1454,606.1896,0.1779
606.388,0.1801,606.388,0.1448,606.388,0.1775
606.5864,0.1787,606.5864,0.1434,606.5864,0.1755
606.7847,0.18,606.7847,0.1434,606.7847,0.1765
606.9831,0.1789,606.9831,0.1432,606.9831,0.1776
607.1814,0.1801,607.1814,0.143,607.1814,0.1756
607.3797,0.1786,607.3797,0.144,607.3797,0.1762
607.578,0.1791,607.578,0.1437,607.578,0.1773
607.7763,0.1793,607.7763,0.1417,607.7763,0.1759
607.9746,0.1776,607.9746,0.144,607.9746,0.1773
608.1728,0.1771,608.1728,0.1425,608.1728,0.1745
608.3711,0.1779,608.3711,0.1426,608.3711,0.1753
608.5693,0.1769,608.5693,0.1426,608.5693,0.1759
608.7676,0.1771,608.7676,0.1407,608.7676,0.1755
608.9658,0.1757,608.9658,0.142,608.9658,0.1761
609.164,0.1763,609.164,0.1403,609.164,0.176
609.3621,0.1765,609.3621,0.1406,609.3621,0.1756
609.5603,0.1767,609.5603,0.1402,609.5603,0.1749
609.7585,0.1757,609.7585,0.1403,609.7585,0.1748
609.9566,0.1751,609.9566,0.1396,609.9566,0.1767
610.1548,0.1757,610.1548,0.1408,610.1548,0.1765
610.3529,0.1737,610.3529,0.1387,610.3529,0.1754
610.551,0.1761,610.551,0.138,610.551,0.1754
610.7491,0.1746,610.7491,0.1379,610.7491,0.1757
610.9472,0.1728,610.9472,0.1386,610.9472,0.1755
611.1452,0.1726,611.1452,0.1376,611.1452,0.1754
611.3433,0.1737,611.3433,0.1377,611.3433,0.1765
611.5413,0.1741,611.5413,0.1388,611.5413,0.1747
611.7393,0.1731,611.7393,0.1369,611.7393,0.1751
611.9374,0.1724,611.9374,0.1365,611.9374,0.1767
612.1354,0.1737,612.1354,0.1376,612.1354,0.1745
612.3334,0.1716,612.3334,0.1367,612.3334,0.177
612.5313,0.1718,612.5313,0.1371,612.5313,0.1753
612.7293,0.1727,612.7293,0.1368,612.7293,0.1757
612.9272,0.1721,612.9272,0.1363,612.9272,0.1753
613.1252,0.1718,613.1252,0.1352,613.1252,0.1756
613.3231,0.1708,613.3231,0.1368,613.3231,0.1751
613.521,0.1705,613.521,0.136,613.521,0.1756
613.7189,0.1715,613.7189,0.1348,613.7189,0.1751
613.9168,0.1714,613.9168,0.1353,613.9168,0.1752
614.1147,0.171,614.1147,0.1345,614.1147,0.1757
614.3125,0.171,614.3125,0.1341,614.3125,0.1746
614.5104,0.1712,614.5104,0.1336,614.5104,0.1754
614.7082,0.1698,614.7082,0.1357,614.7082,0.1765
614.906,0.1706,614.906,0.1329,614.906,0.1752
615.1038,0.1694,615.1038,0.1348,615.1038,0.1745
615.3016,0.1697,615.3016,0.1327,615.3016,0.176
615.4994,0.168,615.4994,0.1338,615.4994,0.1759
615.6971,0.169,615.6971,0.1342,615.6971,0.1764
615.8949,0.1681,615.8949,0.1338,615.8949,0.1761
616.0926,0.1692,616.0926,0.1326,616.0926,0.1748
616.2903,0.1701,616.2903,0.1321,616.2903,0.1753
616.4881,0.1703,616.4881,0.1337,616.4881,0.1759
616.6858,0.1693,616.6858,0.1327,616.6858,0.1752
616.8834,0.1687,616.8834,0.1334,616.8834,0.1761
617.0811,0.1692,617.0811,0.1311,617.0811,0.1757
617.2788,0.1681,617.2788,0.1315,617.2788,0.1748
617.4764,0.1679,617.4764,0.1307,617.4764,0.174
617.674,0.1676,617.674,0.1297,617.674,0.1746
617.8717,0.1689,617.8717,0.1311,617.8717,0.1761
618.0693,0.1682,618.0693,0.1313,618.0693,0.175
618.2669,0.1672,618.2669,0.1304,618.2669,0.1773
618.4644,0.1678,618.4644,0.1297,618.4644,0.1755
618.662,0.1677,618.662,0.1306,618.662,0.175
618.8596,0.1663,618.8596,0.1304,618.8596,0.1753
619.0571,0.1678,619.0571,0.1294,619.0571,0.1756
619.2546,0.166,619.2546,0.1294,619.2546,0.1744
619.4521,0.1683,619.4521,0.1294,619.4521,0.1746
619.6496,0.1668,619.6496,0.13,619.6496,0.1756
619.8471,0.1661,619.8471,0.1299,619.8471,0.1757
620.0446,0.1671,620.0446,0.1296,620.0446,0.175
620.2421,0.1673,620.2421,0.1302,620.2421,0.1757
620.4395,0.1658,620.4395,0.1299,620.4395,0.1761
620.6369,0.1666,620.6369,0.1288,620.6369,0.1769
620.8344,0.1669,620.8344,0.1283,620.8344,0.1744
621.0318,0.1657,621.0318,0.128,621.0318,0.1756
621.2292,0.1648,621.2292,0.1281,621.2292,0.1749
621.4265,0.1661,621.4265,0.1277,621.4265,0.1768
621.6239,0.1644,621.6239,0.1269,621.6239,0.1766
621.8213,0.1658,621.8213,0.128,621.8213,0.1755
622.0186,0.1648,622.0186,0.1277,622.0186,0.1753
622.2159,0.1648,622.2159,0.128,622.2159,0.1753
622.4132,0.1655,622.4132,0.1269,622.4132,0.1768
622.6105,0.1642,622.6105,0.1276,622.6105,0.1768
622.8078,0.1646,622.8078,0.1265,622.8078,0.1745
623.0051,0.1652,623.0051,0.1266,623.0051,0.1766
623.2024,0.1652,623.2024,0.1267,623.2024,0.1778
623.3996,0.163,623.3996,0.1264,623.3996,0.1766
623.5968,0.1635,623.5968,0.127,623.5968,0.1762
623.7941,0.1641,623.7941,0.1256,623.7941,0.177
623.9913,0.1651,623.9913,0.1261,623.9913,0.1771
624.1885,0.1647,624.1885,0.1264,624.1885,0.1761
624.3856,0.163,624.3856,0.1266,624.3856,0.1758
624.5828,0.1639,624.5828,0.1257,624.5828,0.1761
624.78,0.1644,624.78,0.1255,624.78,0.1747
624.9771,0.1645,624.9771,0.1257,624.9771,0.1769
625.1742,0.164,625.1742,0.1255,625.1742,0.1766
625.3714,0.1625,625.3714,0.1245,625.3714,0.1758
625.5685,0.1628,625.5685,0.1251,625.5685,0.1769
625.7655,0.1645,625.7655,0.1259,625.7655,0.1781
625.9626,0.1633,625.9626,0.1249,625.9626,0.1761
626.1597,0.1647,626.1597,0.1255,626.1597,0.1771
626.3567,0.162,626.3567,0.1253,626.3567,0.1761
626.5538,0.1628,626.5538,0.1242,626.5538,0.1773
626.7508,0.1631,626.7508,0.124,626.7508,0.1759
626.9478,0.164,626.9478,0.1242,626.9478,0.1765
627.1448,0.1654,627.1448,0.1245,627.1448,0.1772
627.3418,0.1655,627.3418,0.125,627.3418,0.176
627.5387,0.1618,627.5387,0.1246,627.5387,0.1764
627.7357,0.1649,627.7357,0.1243,627.7357,0.177
627.9326,0.1636,627.9326,0.1238,627.9326,0.1783
628.1295,0.1627,628.1295,0.1246,628.1295,0.1765
628.3265,0.1636,628.3265,0.1229,628.3265,0.177
628.5234,0.164,628.5234,0.1241,628.5234,0.1759
628.7203,0.1638,628.7203,0.124,628.7203,0.1775
628.9171,0.1619,628.9171,0.124,628.9171,0.1769
629.114,0.1623,629.114,0.1231,629.114,0.1773
629.3108,0.1641,629.3108,0.1242,629.3108,0.1764
629.5077,0.1642,629.5077,0.1226,629.5077,0.1782
629.7045,0.1628,629.7045,0.1237,629.7045,0.1763
629.9013,0.1643,629.9013,0.1228,629.9013,0.1765
630.0981,0.1643,630.0981,0.1236,630.0981,0.1773
630.2949,0.164,630.2949,0.123,630.2949,0.1768
630.4916,0.1635,630.4916,0.1234,630.4916,0.1772
630.6884,0.1628,630.6884,0.1227,630.6884,0.1763
630.8851,0.1622,630.8851,0.1215,630.8851,0.1778
631.0819,0.1634,631.0819,0.1227,631.0819,0.1781
631.2786,0.1634,631.2786,0.1225,631.2786,0.1764
631.4753,0.1647,631.4753,0.1232,631.4753,0.1765
631.672,0.1646,631.672,0.1228,631.672,0.1767
631.8686,0.1639,631.8686,0.1217,631.8686,0.1765
632.0653,0.163,632.0653,0.1223,632.0653,0.1778
632.2619,0.1639,632.2619,0.1227,632.2619,0.1771
632.4586,0.1633,632.4586,0.1234,632.4586,0.1779
632.6552,0.1632,632.6552,0.122,632.6552,0.1774
632.8518,0.1642,632.8518,0.1229,632.8518,0.1766
633.0484,0.1659,633.0484,0.1207,633.0484,0.1771
633.245,0.1629,633.245,0.1221,633.245,0.1776
633.4415,0.1648,633.4415,0.1222,633.4415,0.1766
633.6381,0.1641,633.6381,0.122,633.6381,0.1769
633.8346,0.1637,633.8346,0.1223,633.8346,0.1774
