WavelengthBeforeRxn,AbsorbanceBeforeRxn,WavelengthAfterRxn,AbsorbanceAfterRxn,WavelengthAfterPurification,AbsorbanceAfterPurification
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
896.9381,0.5102,896.9381,0.6948,896.9381,0.469
897.1131,0.5077,897.1131,0.6951,897.1131,0.4645
897.2881,0.5106,897.2881,0.6928,897.2881,0.4654
897.4631,0.5071,897.4631,0.6926,897.4631,0.4663
897.6381,0.5029,897.6381,0.6878,897.6381,0.4667
897.8131,0.5021,897.8131,0.6858,897.8131,0.4635
897.988,0.5031,897.988,0.6864,897.988,0.4655
898.1629,0.4967,898.1629,0.6828,898.1629,0.4623
898.3378,0.4968,898.3378,0.6826,898.3378,0.4621
898.5127,0.4973,898.5127,0.681,898.5127,0.4623
898.6876,0.4938,898.6876,0.6735,898.6876,0.4618
898.8625,0.4926,898.8625,0.6748,898.8625,0.4618
899.0373,0.4891,899.0373,0.6735,899.0373,0.4614
899.2121,0.4906,899.2121,0.6722,899.2121,0.4632
899.3869,0.4844,899.3869,0.668,899.3869,0.4616
899.5617,0.4844,899.5617,0.6661,899.5617,0.4599
899.7365,0.4841,899.7365,0.666,899.7365,0.4594
899.9112,0.4833,899.9112,0.6663,899.9112,0.4594
900.086,0.4816,900.086,0.665,900.086,0.4561
900.2607,0.4807,900.2607,0.6558,900.2607,0.4601
900.4354,0.4777,900.4354,0.6524,900.4354,0.4568
900.6101,0.4775,900.6101,0.6557,900.6101,0.4554
900.7847,0.4722,900.7847,0.6527,900.7847,0.455
900.9594,0.4717,900.9594,0.6502,900.9594,0.457
901.134,0.4714,901.134,0.646,901.134,0.4543
901.3087,0.4684,901.3087,0.6457,901.3087,0.4565
901.4833,0.4688,901.4833,0.6437,901.4833,0.4559
901.6578,0.4658,901.6578,0.6427,901.6578,0.4527
901.8324,0.4637,901.8324,0.6412,901.8324,0.4509
902.007,0.4627,902.007,0.6385,902.007,0.4526
902.1815,0.4606,902.1815,0.6385,902.1815,0.4503
902.356,0.4583,902.356,0.6364,902.356,0.4513
902.5305,0.4618,902.5305,0.6307,902.5305,0.4495
902.705,0.456,902.705,0.6301,902.705,0.4505
902.8794,0.4566,902.8794,0.6276,902.8794,0.4496
903.0539,0.454,903.0539,0.6281,903.0539,0.4503
903.2283,0.4535,903.2283,0.6236,903.2283,0.4474
903.4027,0.4531,903.4027,0.6215,903.4027,0.4494
903.5771,0.4514,903.5771,0.6196,903.5771,0.4453
903.7515,0.447,903.7515,0.618,903.7515,0.4454
903.9259,0.4474,903.9259,0.6187,903.9259,0.4465
904.1002,0.4471,904.1002,0.6143,904.1002,0.4457
904.2745,0.4442,904.2745,0.6127,904.2745,0.4472
904.4488,0.4393,904.4488,0.6139,904.4488,0.4466
904.6231,0.4414,904.6231,0.6105,904.6231,0.4447
904.7974,0.4408,904.7974,0.6069,904.7974,0.4458
904.9717,0.4386,904.9717,0.6045,904.9717,0.4438
905.1459,0.4368,905.1459,0.6019,905.1459,0.4425
905.3201,0.4346,905.3201,0.6025,905.3201,0.4447
905.4943,0.4333,905.4943,0.5959,905.4943,0.4414
905.6685,0.4317,905.6685,0.5998,905.6685,0.4429
905.8427,0.4322,905.8427,0.5949,905.8427,0.439
906.0169,0.4303,906.0169,0.5961,906.0169,0.4397
906.191,0.428,906.191,0.592,906.191,0.4406
906.3651,0.4271,906.3651,0.5898,906.3651,0.4394
906.5392,0.4258,906.5392,0.5878,906.5392,0.4389
906.7133,0.4244,906.7133,0.5885,906.7133,0.4387
906.8874,0.4216,906.8874,0.5846,906.8874,0.4406
907.0614,0.4209,907.0614,0.5824,907.0614,0.4394
907.2355,0.4199,907.2355,0.5811,907.2355,0.4388
907.4095,0.4193,907.4095,0.5788,907.4095,0.4373
907.5835,0.4195,907.5835,0.5801,907.5835,0.4366
907.7575,0.4144,907.7575,0.5766,907.7575,0.4393
907.9314,0.4125,907.9314,0.5743,907.9314,0.4346
908.1054,0.4147,908.1054,0.5715,908.1054,0.4338
908.2793,0.414,908.2793,0.5675,908.2793,0.4328
908.4532,0.4079,908.4532,0.5693,908.4532,0.4348
908.6271,0.4113,908.6271,0.5687,908.6271,0.4307
908.801,0.4091,908.801,0.5653,908.801,0.4325
908.9749,0.4067,908.9749,0.565,908.9749,0.4317
909.1487,0.4061,909.1487,0.5633,909.1487,0.4323
909.3226,0.4037,909.3226,0.5613,909.3226,0.4308
909.4964,0.4033,909.4964,0.557,909.4964,0.4284
909.6702,0.4038,909.6702,0.5571,909.6702,0.4304
909.844,0.401,909.844,0.5549,909.844,0.4302
910.0177,0.3997,910.0177,0.5519,910.0177,0.4312
910.1915,0.3983,910.1915,0.5531,910.1915,0.4301
910.3652,0.3957,910.3652,0.55,910.3652,0.4287
910.5389,0.3965,910.5389,0.5453,910.5389,0.4291
910.7126,0.3945,910.7126,0.5434,910.7126,0.4288
910.8863,0.3935,910.8863,0.5452,910.8863,0.4284
911.0599,0.3911,911.0599,0.5419,911.0599,0.4238
911.2336,0.3899,911.2336,0.5389,911.2336,0.4249
911.4072,0.3881,911.4072,0.5405,911.4072,0.4264
911.5808,0.3885,911.5808,0.5407,911.5808,0.4239
911.7544,0.3843,911.7544,0.5348,911.7544,0.4238
911.928,0.3844,911.928,0.5361,911.928,0.4227
912.1015,0.3853,912.1015,0.5329,912.1015,0.4245
912.2751,0.384,912.2751,0.528,912.2751,0.4181
912.4486,0.3803,912.4486,0.5288,912.4486,0.4238
912.6221,0.3802,912.6221,0.5307,912.6221,0.4176
912.7956,0.3785,912.7956,0.5254,912.7956,0.4244
912.969,0.3762,912.969,0.525,912.969,0.4213
913.1425,0.376,913.1425,0.5229,913.1425,0.4219
913.3159,0.3763,913.3159,0.522,913.3159,0.4184
913.4893,0.3728,913.4893,0.5201,913.4893,0.4194
913.6627,0.3723,913.6627,0.5196,913.6627,0.4204
913.8361,0.3723,913.8361,0.5134,913.8361,0.4179
914.0095,0.3723,914.0095,0.513,914.0095,0.4186
914.1828,0.3723,914.1828,0.5165,914.1828,0.4198
914.3562,0.3677,914.3562,0.5118,914.3562,0.416
914.5295,0.3675,914.5295,0.5093,914.5295,0.4178
914.7028,0.3654,914.7028,0.5095,914.7028,0.416
914.8761,0.364,914.8761,0.5084,914.8761,0.4157
915.0493,0.3647,915.0493,0.5059,915.0493,0.4195
915.2226,0.3631,915.2226,0.5018,915.2226,0.4132
915.3958,0.3608,915.3958,0.5024,915.3958,0.4154
915.569,0.3606,915.569,0.5018,915.569,0.4123
915.7422,0.3617,915.7422,0.4996,915.7422,0.4101
915.9154,0.3564,915.9154,0.4979,915.9154,0.4132
916.0885,0.3555,916.0885,0.4959,916.0885,0.4144
916.2617,0.3534,916.2617,0.4977,916.2617,0.411
916.4348,0.3554,916.4348,0.4918,916.4348,0.4131
916.6079,0.3494,916.6079,0.4902,916.6079,0.4111
916.781,0.3524,916.781,0.4853,916.781,0.4123
916.9541,0.3529,916.9541,0.4881,916.9541,0.4134
917.1271,0.3516,917.1271,0.4898,917.1271,0.4117
917.3002,0.3467,917.3002,0.481,917.3002,0.4107
917.4732,0.3476,917.4732,0.4829,917.4732,0.4114
917.6462,0.3484,917.6462,0.4823,917.6462,0.4105
917.8192,0.3469,917.8192,0.483,917.8192,0.4093
917.9921,0.3433,917.9921,0.4803,917.9921,0.4106
918.1651,0.343,918.1651,0.4796,918.1651,0.4082
918.338,0.3447,918.338,0.4771,918.338,0.4102
918.5109,0.3436,918.5109,0.4738,918.5109,0.4067
918.6838,0.3423,918.6838,0.4714,918.6838,0.4058
918.8567,0.3389,918.8567,0.4735,918.8567,0.4079
919.0296,0.3405,919.0296,0.4695,919.0296,0.4075
919.2024,0.3385,919.2024,0.4698,919.2024,0.4048
919.3753,0.3348,919.3753,0.4687,919.3753,0.4049
919.5481,0.3369,919.5481,0.464,919.5481,0.4025
919.7209,0.3317,919.7209,0.4664,919.7209,0.402
919.8936,0.3326,919.8936,0.4641,919.8936,0.4046
920.0664,0.3316,920.0664,0.4625,920.0664,0.3997
920.2391,0.3319,920.2391,0.4606,920.2391,0.4014
920.4119,0.3329,920.4119,0.4596,920.4119,0.4024
920.5846,0.3303,920.5846,0.4584,920.5846,0.4009
920.7573,0.3268,920.7573,0.4568,920.7573,0.404
920.9299,0.3266,920.9299,0.4537,920.9299,0.4023
921.1026,0.3255,921.1026,0.4535,921.1026,0.3978
921.2752,0.3256,921.2752,0.4497,921.2752,0.3992
921.4479,0.3243,921.4479,0.4522,921.4479,0.4005
921.6205,0.3218,921.6205,0.4489,921.6205,0.4005
921.7931,0.3184,921.7931,0.4448,921.7931,0.3984
921.9656,0.3217,921.9656,0.4458,921.9656,0.3964
922.1382,0.3195,922.1382,0.4436,922.1382,0.397
922.3107,0.3231,922.3107,0.4424,922.3107,0.3991
922.4832,0.3193,922.4832,0.4408,922.4832,0.398
922.6557,0.3207,922.6557,0.4403,922.6557,0.397
922.8282,0.3156,922.8282,0.4395,922.8282,0.3978
923.0007,0.3187,923.0007,0.4376,923.0007,0.3988
923.1731,0.3168,923.1731,0.4386,923.1731,0.3947
923.3456,0.3135,923.3456,0.4357,923.3456,0.3968
923.518,0.3159,923.518,0.4363,923.518,0.396
923.6904,0.3112,923.6904,0.4358,923.6904,0.396
923.8628,0.3119,923.8628,0.4345,923.8628,0.3969
924.0351,0.309,924.0351,0.4316,924.0351,0.3896
924.2075,0.31,924.2075,0.427,924.2075,0.3907
924.3798,0.3084,924.3798,0.4283,924.3798,0.3898
924.5521,0.307,924.5521,0.4297,924.5521,0.3899
924.7244,0.3091,924.7244,0.4263,924.7244,0.3924
924.8967,0.3062,924.8967,0.4249,924.8967,0.3937
925.0689,0.3041,925.0689,0.4216,925.0689,0.3931
925.2412,0.3068,925.2412,0.4231,925.2412,0.3906
925.4134,0.3041,925.4134,0.4177,925.4134,0.3887
925.5856,0.304,925.5856,0.4197,925.5856,0.3914
925.7578,0.302,925.7578,0.4169,925.7578,0.3874
925.9299,0.3003,925.9299,0.417,925.9299,0.3923
926.1021,0.2991,926.1021,0.4125,926.1021,0.3857
926.2742,0.2976,926.2742,0.416,926.2742,0.3881
926.4463,0.2952,926.4463,0.4131,926.4463,0.3887
926.6184,0.2939,926.6184,0.4099,926.6184,0.3903
926.7905,0.2951,926.7905,0.4111,926.7905,0.3886
926.9626,0.2942,926.9626,0.4089,926.9626,0.3893
927.1346,0.2958,927.1346,0.4055,927.1346,0.384
927.3067,0.2941,927.3067,0.4056,927.3067,0.3858
927.4787,0.2915,927.4787,0.4036,927.4787,0.3834
927.6507,0.291,927.6507,0.401,927.6507,0.3857
927.8227,0.2906,927.8227,0.4012,927.8227,0.3846
927.9946,0.2877,927.9946,0.4019,927.9946,0.3856
928.1666,0.2903,928.1666,0.4001,928.1666,0.3868
928.3385,0.2881,928.3385,0.4005,928.3385,0.3817
928.5104,0.2905,928.5104,0.3952,928.5104,0.3871
928.6823,0.2873,928.6823,0.3964,928.6823,0.3852
928.8542,0.2853,928.8542,0.3944,928.8542,0.3824
929.026,0.2888,929.026,0.3926,929.026,0.379
929.1979,0.2814,929.1979,0.3954,929.1979,0.3822
929.3697,0.2838,929.3697,0.387,929.3697,0.381
929.5415,0.2828,929.5415,0.3894,929.5415,0.382
929.7133,0.2789,929.7133,0.3915,929.7133,0.3815
929.885,0.279,929.885,0.3906,929.885,0.3778
930.0568,0.2812,930.0568,0.3891,930.0568,0.3779
930.2285,0.2805,930.2285,0.3883,930.2285,0.3791
930.4002,0.2773,930.4002,0.3847,930.4002,0.3786
930.5719,0.2767,930.5719,0.3831,930.5719,0.3784
930.7436,0.2785,930.7436,0.3814,930.7436,0.3824
930.9153,0.2757,930.9153,0.382,930.9153,0.3764
931.0869,0.279,931.0869,0.3799,931.0869,0.3775
931.2586,0.2791,931.2586,0.3783,931.2586,0.3789
931.4302,0.2727,931.4302,0.3745,931.4302,0.378
931.6018,0.2757,931.6018,0.3721,931.6018,0.3751
931.7734,0.27,931.7734,0.3774,931.7734,0.3786
931.9449,0.2703,931.9449,0.3719,931.9449,0.3763
932.1165,0.2707,932.1165,0.3736,932.1165,0.3738
932.288,0.271,932.288,0.3774,932.288,0.3773
932.4595,0.2736,932.4595,0.3731,932.4595,0.3783
932.631,0.2707,932.631,0.3691,932.631,0.3721
932.8024,0.2676,932.8024,0.3712,932.8024,0.3732
932.9739,0.2673,932.9739,0.3642,932.9739,0.3766
933.1453,0.2681,933.1453,0.3648,933.1453,0.3756
933.3168,0.2664,933.3168,0.3671,933.3168,0.3729
933.4882,0.2652,933.4882,0.3641,933.4882,0.3727
933.6595,0.2665,933.6595,0.3639,933.6595,0.3739
933.8309,0.2636,933.8309,0.3635,933.8309,0.3712
934.0023,0.2642,934.0023,0.3615,934.0023,0.3726
934.1736,0.2643,934.1736,0.3621,934.1736,0.3756
934.3449,0.2598,934.3449,0.3596,934.3449,0.3727
934.5162,0.2635,934.5162,0.3595,934.5162,0.3726
934.6875,0.2601,934.6875,0.3569,934.6875,0.3697
934.8587,0.261,934.8587,0.3567,934.8587,0.3694
935.03,0.2586,935.03,0.3565,935.03,0.3728
935.2012,0.2602,935.2012,0.354,935.2012,0.373
935.3724,0.2573,935.3724,0.3514,935.3724,0.3717
935.5436,0.2577,935.5436,0.3504,935.5436,0.3657
935.7148,0.2558,935.7148,0.3505,935.7148,0.3707
935.8859,0.2585,935.8859,0.351,935.8859,0.3677
936.0571,0.2579,936.0571,0.3515,936.0571,0.3657
936.2282,0.2539,936.2282,0.3482,936.2282,0.3696
936.3993,0.2544,936.3993,0.3475,936.3993,0.3698
936.5704,0.2525,936.5704,0.3464,936.5704,0.3683
936.7415,0.2553,936.7415,0.3462,936.7415,0.3669
936.9125,0.2509,936.9125,0.3444,936.9125,0.367
937.0835,0.2563,937.0835,0.344,937.0835,0.3656
937.2546,0.2541,937.2546,0.3415,937.2546,0.3676
937.4256,0.2504,937.4256,0.342,937.4256,0.3657
937.5965,0.2512,937.5965,0.3425,937.5965,0.3643
937.7675,0.2465,937.7675,0.3379,937.7675,0.3684
937.9384,0.2449,937.9384,0.3366,937.9384,0.3679
938.1094,0.2468,938.1094,0.3389,938.1094,0.3684
938.2803,0.2471,938.2803,0.3369,938.2803,0.3656
938.4512,0.2451,938.4512,0.3367,938.4512,0.3625
938.622,0.2457,938.622,0.3345,938.622,0.3661
938.7929,0.2414,938.7929,0.3333,938.7929,0.3653
938.9637,0.2457,938.9637,0.3316,938.9637,0.3639
939.1346,0.2437,939.1346,0.3325,939.1346,0.3602
939.3054,0.2441,939.3054,0.331,939.3054,0.3596
939.4762,0.2394,939.4762,0.3293,939.4762,0.3662
939.6469,0.2402,939.6469,0.3277,939.6469,0.3621
939.8177,0.2388,939.8177,0.3268,939.8177,0.3559
939.9884,0.2425,939.9884,0.3236,939.9884,0.3631
940.1591,0.24,940.1591,0.3266,940.1591,0.3578
940.3298,0.2379,940.3298,0.3229,940.3298,0.3637
940.5005,0.2397,940.5005,0.3248,940.5005,0.3638
940.6712,0.2366,940.6712,0.3233,940.6712,0.3608
940.8418,0.239,940.8418,0.3204,940.8418,0.3621
941.0124,0.2367,941.0124,0.3218,941.0124,0.3578
941.1831,0.2335,941.1831,0.3187,941.1831,0.3562
941.3536,0.2369,941.3536,0.3165,941.3536,0.3566
941.5242,0.2315,941.5242,0.3201,941.5242,0.3569
941.6948,0.2347,941.6948,0.3167,941.6948,0.3621
941.8653,0.2341,941.8653,0.3121,941.8653,0.3611
942.0358,0.233,942.0358,0.3169,942.0358,0.3562
942.2063,0.2324,942.2063,0.3146,942.2063,0.3569
942.3768,0.2316,942.3768,0.3145,942.3768,0.3587
942.5473,0.2294,942.5473,0.318,942.5473,0.3575
942.7178,0.2306,942.7178,0.3137,942.7178,0.3542
942.8882,0.2304,942.8882,0.3108,942.8882,0.3584
943.0586,0.2308,943.0586,0.3113,943.0586,0.3518
943.229,0.2316,943.229,0.3097,943.229,0.3589
943.3994,0.2292,943.3994,0.3105,943.3994,0.3594
943.5698,0.2279,943.5698,0.3082,943.5698,0.3529
943.7401,0.2287,943.7401,0.3067,943.7401,0.3558
943.9104,0.2305,943.9104,0.3051,943.9104,0.3559
944.0807,0.2274,944.0807,0.3053,944.0807,0.3529
944.251,0.229,944.251,0.3081,944.251,0.352
944.4213,0.2291,944.4213,0.3051,944.4213,0.3552
944.5916,0.2248,944.5916,0.2999,944.5916,0.3568
944.7618,0.2258,944.7618,0.3014,944.7618,0.3525
944.932,0.2282,944.932,0.2953,944.932,0.3482
945.1022,0.225,945.1022,0.2945,945.1022,0.3503
945.2724,0.2241,945.2724,0.2989,945.2724,0.3513
945.4426,0.2257,945.4426,0.2979,945.4426,0.3517
945.6127,0.2189,945.6127,0.297,945.6127,0.3508
945.7829,0.2224,945.7829,0.2935,945.7829,0.3554
945.953,0.2246,945.953,0.2976,945.953,0.3524
946.1231,0.2198,946.1231,0.293,946.1231,0.351
946.2932,0.2219,946.2932,0.2965,946.2932,0.3503
946.4632,0.2182,946.4632,0.2922,946.4632,0.353
946.6333,0.2204,946.6333,0.2958,946.6333,0.3483
946.8033,0.2198,946.8033,0.2918,946.8033,0.3506
946.9733,0.2166,946.9733,0.2886,946.9733,0.3512
947.1433,0.2162,947.1433,0.2903,947.1433,0.3495
947.3133,0.2202,947.3133,0.2901,947.3133,0.3497
947.4832,0.2169,947.4832,0.2863,947.4832,0.3467
947.6532,0.2184,947.6532,0.2901,947.6532,0.3458
947.8231,0.2136,947.8231,0.2879,947.8231,0.3481
947.993,0.2174,947.993,0.2877,947.993,0.3492
948.1629,0.216,948.1629,0.2841,948.1629,0.35
948.3327,0.2148,948.3327,0.2835,948.3327,0.3471
948.5026,0.2133,948.5026,0.2816,948.5026,0.3459
948.6724,0.2121,948.6724,0.2841,948.6724,0.3473
948.8422,0.214,948.8422,0.2869,948.8422,0.3443
949.012,0.2131,949.012,0.2823,949.012,0.3442
949.1818,0.2175,949.1818,0.2845,949.1818,0.3473
949.3516,0.2091,949.3516,0.2813,949.3516,0.3455
949.5213,0.2086,949.5213,0.2788,949.5213,0.3452
949.691,0.2121,949.691,0.2797,949.691,0.3447
949.8608,0.2116,949.8608,0.2811,949.8608,0.3498
950.0304,0.2131,950.0304,0.2741,950.0304,0.343
950.2001,0.2086,950.2001,0.2778,950.2001,0.3405
950.3698,0.2088,950.3698,0.2761,950.3698,0.3446
950.5394,0.2106,950.5394,0.276,950.5394,0.3451
950.709,0.2058,950.709,0.2778,950.709,0.3446
950.8786,0.2118,950.8786,0.274,950.8786,0.3411
951.0482,0.2055,951.0482,0.2714,951.0482,0.344
951.2178,0.2063,951.2178,0.2706,951.2178,0.3459
951.3873,0.2066,951.3873,0.2692,951.3873,0.3439
951.5569,0.2028,951.5569,0.2748,951.5569,0.3458
951.7264,0.203,951.7264,0.2722,951.7264,0.3448
951.8959,0.2004,951.8959,0.2744,951.8959,0.3424
952.0653,0.2043,952.0653,0.2671,952.0653,0.3458
952.2348,0.2001,952.2348,0.2693,952.2348,0.3448
952.4042,0.2038,952.4042,0.2696,952.4042,0.3418
952.5737,0.2038,952.5737,0.2686,952.5737,0.3406
952.7431,0.2032,952.7431,0.2656,952.7431,0.346
952.9125,0.197,952.9125,0.265,952.9125,0.3407
953.0818,0.203,953.0818,0.2608,953.0818,0.3411
953.2512,0.198,953.2512,0.2638,953.2512,0.3417
953.4205,0.2022,953.4205,0.2633,953.4205,0.3434
953.5898,0.2034,953.5898,0.2679,953.5898,0.3382
953.7591,0.1953,953.7591,0.2632,953.7591,0.3382
953.9284,0.2016,953.9284,0.2644,953.9284,0.3408
954.0977,0.2015,954.0977,0.2636,954.0977,0.3397
954.2669,0.1957,954.2669,0.2576,954.2669,0.3363
954.4361,0.1945,954.4361,0.2615,954.4361,0.3336
954.6054,0.1993,954.6054,0.2559,954.6054,0.3362
954.7745,0.1984,954.7745,0.2612,954.7745,0.3354
954.9437,0.1958,954.9437,0.2659,954.9437,0.3375
955.1129,0.1953,955.1129,0.2617,955.1129,0.3369
955.282,0.2006,955.282,0.2578,955.282,0.3382
955.4511,0.1977,955.4511,0.2536,955.4511,0.3367
955.6202,0.1971,955.6202,0.2607,955.6202,0.3406
955.7893,0.1988,955.7893,0.2498,955.7893,0.3399
955.9584,0.1888,955.9584,0.2532,955.9584,0.3302
956.1274,0.1923,956.1274,0.2598,956.1274,0.3342
956.2965,0.1929,956.2965,0.2553,956.2965,0.3305
956.4655,0.1911,956.4655,0.2586,956.4655,0.333
956.6345,0.1963,956.6345,0.253,956.6345,0.3355
956.8035,0.1955,956.8035,0.257,956.8035,0.3357
956.9724,0.193,956.9724,0.2491,956.9724,0.3285
957.1414,0.1931,957.1414,0.2462,957.1414,0.3325
957.3103,0.1914,957.3103,0.2531,957.3103,0.337
957.4792,0.1943,957.4792,0.2498,957.4792,0.3341
957.6481,0.1936,957.6481,0.2467,957.6481,0.334
957.8169,0.1953,957.8169,0.2476,957.8169,0.3335
957.9858,0.1949,957.9858,0.2475,957.9858,0.3329
958.1546,0.19,958.1546,0.2476,958.1546,0.329
958.3234,0.1871,958.3234,0.2485,958.3234,0.3296
958.4922,0.1916,958.4922,0.2464,958.4922,0.3357
958.661,0.1908,958.661,0.2466,958.661,0.3277
958.8298,0.1857,958.8298,0.2447,958.8298,0.3336
958.9985,0.1945,958.9985,0.2439,958.9985,0.3295
959.1673,0.1877,959.1673,0.2377,959.1673,0.3335
959.336,0.1942,959.336,0.2421,959.336,0.3291
959.5047,0.1912,959.5047,0.2429,959.5047,0.3311
959.6733,0.1825,959.6733,0.2453,959.6733,0.3315
959.842,0.1838,959.842,0.2463,959.842,0.3331
960.0106,0.1876,960.0106,0.2414,960.0106,0.3264
960.1792,0.1822,960.1792,0.2449,960.1792,0.3275
960.3478,0.1845,960.3478,0.2321,960.3478,0.3256
960.5164,0.189,960.5164,0.246,960.5164,0.3295
960.685,0.1863,960.685,0.2366,960.685,0.3273
960.8535,0.183,960.8535,0.2442,960.8535,0.3244
961.0221,0.1815,961.0221,0.2377,961.0221,0.3264
961.1906,0.1813,961.1906,0.2391,961.1906,0.3296
961.3591,0.1855,961.3591,0.2447,961.3591,0.3269
961.5276,0.1854,961.5276,0.2435,961.5276,0.3303
961.696,0.18,961.696,0.2352,961.696,0.3295
961.8645,0.177,961.8645,0.2361,961.8645,0.3217
962.0329,0.1855,962.0329,0.2351,962.0329,0.3249
962.2013,0.1821,962.2013,0.2377,962.2013,0.328
962.3697,0.183,962.3697,0.2425,962.3697,0.3273
962.538,0.1826,962.538,0.2371,962.538,0.327
962.7064,0.1809,962.7064,0.2368,962.7064,0.3274
962.8747,0.1795,962.8747,0.2314,962.8747,0.3242
963.043,0.1855,963.043,0.2348,963.043,0.3234
963.2113,0.1858,963.2113,0.2275,963.2113,0.3225
963.3796,0.1801,963.3796,0.2325,963.3796,0.3254
963.5479,0.1789,963.5479,0.2383,963.5479,0.3227
963.7161,0.1753,963.7161,0.2359,963.7161,0.3225
963.8843,0.1781,963.8843,0.2306,963.8843,0.3235
964.0525,0.1793,964.0525,0.2337,964.0525,0.3266
964.2207,0.173,964.2207,0.2321,964.2207,0.3245
964.3889,0.1794,964.3889,0.2293,964.3889,0.3167
964.5571,0.1795,964.5571,0.2328,964.5571,0.3225
964.7252,0.1769,964.7252,0.2316,964.7252,0.325
964.8933,0.1769,964.8933,0.2271,964.8933,0.3275
965.0614,0.1792,965.0614,0.2326,965.0614,0.3226
965.2295,0.1791,965.2295,0.2287,965.2295,0.3237
965.3976,0.176,965.3976,0.2254,965.3976,0.3208
965.5656,0.1751,965.5656,0.227,965.5656,0.3169
965.7336,0.1743,965.7336,0.2317,965.7336,0.3208
965.9016,0.1743,965.9016,0.2307,965.9016,0.317
966.0696,0.1759,966.0696,0.2276,966.0696,0.3218
966.2376,0.1792,966.2376,0.2267,966.2376,0.3205
966.4055,0.1718,966.4055,0.2216,966.4055,0.3208
966.5735,0.1786,966.5735,0.2324,966.5735,0.3141
966.7414,0.1759,966.7414,0.225,966.7414,0.3207
966.9093,0.1801,966.9093,0.2269,966.9093,0.3193
967.0772,0.1757,967.0772,0.2225,967.0772,0.3182
967.2451,0.1775,967.2451,0.2243,967.2451,0.3242
967.4129,0.1692,967.4129,0.2218,967.4129,0.3192
967.5807,0.1761,967.5807,0.2205,967.5807,0.317
967.7485,0.1774,967.7485,0.2225,967.7485,0.3149
967.9163,0.1731,967.9163,0.2169,967.9163,0.3155
968.0841,0.1663,968.0841,0.2244,968.0841,0.3114
968.2519,0.1725,968.2519,0.2224,968.2519,0.3212
968.4196,0.1732,968.4196,0.2146,968.4196,0.3186
968.5873,0.1739,968.5873,0.2183,968.5873,0.3193
968.755,0.1714,968.755,0.2214,968.755,0.317
968.9227,0.1711,968.9227,0.2223,968.9227,0.3247
969.0904,0.1713,969.0904,0.2202,969.0904,0.3188
969.258,0.1741,969.258,0.2144,969.258,0.317
969.4257,0.1696,969.4257,0.2194,969.4257,0.3137
969.5933,0.1671,969.5933,0.209,969.5933,0.3182
969.7609,0.1726,969.7609,0.2154,969.7609,0.3154
969.9284,0.169,969.9284,0.2141,969.9284,0.3162
970.096,0.1718,970.096,0.2109,970.096,0.3129
970.2635,0.1627,970.2635,0.216,970.2635,0.3176
970.4311,0.1685,970.4311,0.2191,970.4311,0.3159
970.5986,0.1686,970.5986,0.2078,970.5986,0.3154
970.766,0.1688,970.766,0.2165,970.766,0.3151
970.9335,0.1682,970.9335,0.2162,970.9335,0.3091
971.101,0.1648,971.101,0.2154,971.101,0.3209
971.2684,0.1644,971.2684,0.2098,971.2684,0.3081
971.4358,0.1669,971.4358,0.2228,971.4358,0.3116
971.6032,0.1693,971.6032,0.2138,971.6032,0.3098
971.7706,0.1713,971.7706,0.209,971.7706,0.3128
971.9379,0.1653,971.9379,0.2158,971.9379,0.316
972.1053,0.1673,972.1053,0.212,972.1053,0.3184
972.2726,0.1637,972.2726,0.2108,972.2726,0.3069
972.4399,0.1714,972.4399,0.2139,972.4399,0.3155
972.6072,0.1689,972.6072,0.2154,972.6072,0.3203
972.7745,0.1679,972.7745,0.2066,972.7745,0.315
972.9417,0.1718,972.9417,0.2131,972.9417,0.3124
973.1089,0.1605,973.1089,0.2111,973.1089,0.3082
973.2762,0.1585,973.2762,0.2053,973.2762,0.3115
973.4434,0.1636,973.4434,0.2134,973.4434,0.314
973.6105,0.1632,973.6105,0.2043,973.6105,0.3133
973.7777,0.1664,973.7777,0.212,973.7777,0.3122
973.9448,0.1673,973.9448,0.2168,973.9448,0.3186
974.112,0.1594,974.112,0.2083,974.112,0.3113
974.2791,0.1689,974.2791,0.2006,974.2791,0.3075
974.4462,0.1655,974.4462,0.2054,974.4462,0.3106
974.6132,0.1558,974.6132,0.1985,974.6132,0.3092
974.7803,0.1727,974.7803,0.2098,974.7803,0.3121
974.9473,0.1615,974.9473,0.2071,974.9473,0.3101
975.1143,0.1654,975.1143,0.206,975.1143,0.309
975.2813,0.1654,975.2813,0.2046,975.2813,0.3088
975.4483,0.1581,975.4483,0.2111,975.4483,0.314
975.6153,0.1622,975.6153,0.2078,975.6153,0.3064
975.7822,0.1639,975.7822,0.2047,975.7822,0.3131
975.9491,0.162,975.9491,0.2041,975.9491,0.3034
976.116,0.1532,976.116,0.1997,976.116,0.3072
976.2829,0.165,976.2829,0.2025,976.2829,0.3087
976.4498,0.1573,976.4498,0.1991,976.4498,0.3098
976.6166,0.1582,976.6166,0.2036,976.6166,0.3022
976.7835,0.156,976.7835,0.1982,976.7835,0.312
976.9503,0.1536,976.9503,0.2119,976.9503,0.3089
977.1171,0.16,977.1171,0.1997,977.1171,0.3169
