Wavelenth,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Overcoating,Before Overcoating,After Overcoating,After Overcoating,5x Purification,5x Purification
540.4292,0.1637,540.4292,0.2193,540.4292,0.0676
540.6318,0.1627,540.6318,0.2186,540.6318,0.0673
540.8343,0.1644,540.8343,0.2176,540.8343,0.0667
541.0368,0.1626,541.0368,0.2181,541.0368,0.0671
541.2393,0.1623,541.2393,0.2168,541.2393,0.0672
541.4418,0.1628,541.4418,0.2149,541.4418,0.0668
541.6443,0.1628,541.6443,0.2156,541.6443,0.0667
541.8468,0.1629,541.8468,0.2166,541.8468,0.0663
542.0492,0.1613,542.0492,0.2156,542.0492,0.0669
542.2516,0.1613,542.2516,0.2152,542.2516,0.0669
542.4541,0.1595,542.4541,0.2144,542.4541,0.0644
542.6565,0.1596,542.6565,0.2125,542.6565,0.0655
542.8589,0.1588,542.8589,0.2142,542.8589,0.0663
543.0613,0.158,543.0613,0.2143,543.0613,0.0656
543.2637,0.1592,543.2637,0.2127,543.2637,0.0659
543.466,0.1579,543.466,0.2109,543.466,0.0648
543.6684,0.1603,543.6684,0.212,543.6684,0.0645
543.8707,0.1577,543.8707,0.21,543.8707,0.0645
544.0731,0.1566,544.0731,0.2133,544.0731,0.0654
544.2754,0.1579,544.2754,0.2111,544.2754,0.0648
544.4777,0.1571,544.4777,0.2096,544.4777,0.0644
544.68,0.1581,544.68,0.2103,544.68,0.0649
544.8822,0.1571,544.8822,0.2093,544.8822,0.0646
545.0845,0.1573,545.0845,0.208,545.0845,0.0644
545.2868,0.1584,545.2868,0.2085,545.2868,0.0631
545.489,0.1587,545.489,0.208,545.489,0.0636
545.6912,0.1563,545.6912,0.2067,545.6912,0.0634
545.8935,0.1568,545.8935,0.2068,545.8935,0.0642
546.0957,0.1559,546.0957,0.2064,546.0957,0.0636
546.2979,0.1557,546.2979,0.205,546.2979,0.0634
546.5,0.1553,546.5,0.2029,546.5,0.0647
546.7022,0.1541,546.7022,0.2053,546.7022,0.0641
546.9044,0.1533,546.9044,0.2048,546.9044,0.0641
547.1065,0.1559,547.1065,0.2037,547.1065,0.0646
547.3086,0.1548,547.3086,0.203,547.3086,0.062
547.5108,0.1531,547.5108,0.2031,547.5108,0.0623
547.7129,0.1525,547.7129,0.2015,547.7129,0.0612
547.915,0.152,547.915,0.2018,547.915,0.0633
548.1171,0.1521,548.1171,0.2046,548.1171,0.0626
548.3191,0.1529,548.3191,0.2026,548.3191,0.0616
548.5212,0.1527,548.5212,0.2014,548.5212,0.0628
548.7232,0.1516,548.7232,0.2014,548.7232,0.0622
548.9253,0.15,548.9253,0.2016,548.9253,0.0612
549.1273,0.1513,549.1273,0.2001,549.1273,0.0617
549.3293,0.1517,549.3293,0.1997,549.3293,0.0633
549.5313,0.1499,549.5313,0.1993,549.5313,0.0605
549.7333,0.1503,549.7333,0.1969,549.7333,0.061
549.9352,0.1498,549.9352,0.1981,549.9352,0.0611
550.1372,0.1502,550.1372,0.1973,550.1372,0.0612
550.3392,0.1491,550.3392,0.1972,550.3392,0.0611
550.5411,0.1481,550.5411,0.1971,550.5411,0.0616
550.743,0.1487,550.743,0.1969,550.743,0.0619
550.9449,0.1492,550.9449,0.1982,550.9449,0.0618
551.1468,0.1481,551.1468,0.1955,551.1468,0.0622
551.3487,0.1485,551.3487,0.1942,551.3487,0.0607
551.5506,0.1473,551.5506,0.1955,551.5506,0.0601
551.7524,0.1475,551.7524,0.1935,551.7524,0.0601
551.9543,0.1463,551.9543,0.1948,551.9543,0.0606
552.1561,0.1461,552.1561,0.1945,552.1561,0.0594
552.3579,0.146,552.3579,0.1933,552.3579,0.0594
552.5597,0.1458,552.5597,0.1926,552.5597,0.0606
552.7615,0.146,552.7615,0.1927,552.7615,0.0592
552.9633,0.1471,552.9633,0.1931,552.9633,0.0604
553.1651,0.1447,553.1651,0.1907,553.1651,0.0594
553.3669,0.1458,553.3669,0.1911,553.3669,0.0603
553.5686,0.1448,553.5686,0.1911,553.5686,0.0599
553.7704,0.1445,553.7704,0.1894,553.7704,0.0581
553.9721,0.1451,553.9721,0.1896,553.9721,0.0597
554.1738,0.145,554.1738,0.1909,554.1738,0.0596
554.3755,0.1442,554.3755,0.1894,554.3755,0.0594
554.5772,0.1436,554.5772,0.1888,554.5772,0.0578
554.7788,0.1447,554.7788,0.1876,554.7788,0.0602
554.9805,0.143,554.9805,0.1869,554.9805,0.0586
555.1822,0.1432,555.1822,0.1875,555.1822,0.0587
555.3838,0.1425,555.3838,0.1868,555.3838,0.0589
555.5854,0.1422,555.5854,0.1862,555.5854,0.0579
555.787,0.1406,555.787,0.1868,555.787,0.0582
555.9886,0.1431,555.9886,0.1867,555.9886,0.0609
556.1902,0.1418,556.1902,0.1857,556.1902,0.0578
556.3918,0.14,556.3918,0.1848,556.3918,0.0585
556.5934,0.1412,556.5934,0.1844,556.5934,0.0587
556.7949,0.1401,556.7949,0.184,556.7949,0.0572
556.9964,0.1412,556.9964,0.1834,556.9964,0.0566
557.198,0.1389,557.198,0.1843,557.198,0.059
557.3995,0.1417,557.3995,0.185,557.3995,0.0569
557.601,0.1407,557.601,0.1821,557.601,0.0573
557.8025,0.1392,557.8025,0.1819,557.8025,0.057
558.0039,0.1391,558.0039,0.1813,558.0039,0.0576
558.2054,0.1393,558.2054,0.1822,558.2054,0.0577
558.4068,0.1394,558.4068,0.1815,558.4068,0.057
558.6083,0.1392,558.6083,0.1817,558.6083,0.057
558.8097,0.1383,558.8097,0.1824,558.8097,0.0569
559.0111,0.1376,559.0111,0.1808,559.0111,0.058
559.2125,0.1392,559.2125,0.1801,559.2125,0.0569
559.4139,0.1372,559.4139,0.1809,559.4139,0.0575
559.6153,0.1371,559.6153,0.1801,559.6153,0.0592
559.8166,0.1371,559.8166,0.1792,559.8166,0.0572
560.018,0.1374,560.018,0.1768,560.018,0.0579
560.2193,0.1359,560.2193,0.1791,560.2193,0.057
560.4207,0.1376,560.4207,0.1788,560.4207,0.0577
560.622,0.1369,560.622,0.1774,560.622,0.0554
560.8233,0.1354,560.8233,0.1776,560.8233,0.0571
561.0246,0.1376,561.0246,0.1774,561.0246,0.0566
561.2258,0.1361,561.2258,0.1765,561.2258,0.0559
561.4271,0.1352,561.4271,0.1778,561.4271,0.0545
561.6283,0.1343,561.6283,0.1768,561.6283,0.0553
561.8296,0.1341,561.8296,0.1766,561.8296,0.0555
562.0308,0.1345,562.0308,0.1745,562.0308,0.0554
562.232,0.1347,562.232,0.174,562.232,0.055
562.4332,0.1336,562.4332,0.175,562.4332,0.0554
562.6344,0.1354,562.6344,0.1752,562.6344,0.0549
562.8356,0.134,562.8356,0.1745,562.8356,0.0552
563.0367,0.1338,563.0367,0.1731,563.0367,0.0566
563.2379,0.1347,563.2379,0.173,563.2379,0.0562
563.439,0.1336,563.439,0.1735,563.439,0.0547
563.6401,0.1343,563.6401,0.1726,563.6401,0.0546
563.8413,0.132,563.8413,0.1734,563.8413,0.0558
564.0424,0.1319,564.0424,0.1728,564.0424,0.055
564.2434,0.1328,564.2434,0.1715,564.2434,0.054
564.4445,0.1319,564.4445,0.1718,564.4445,0.054
564.6456,0.1324,564.6456,0.1713,564.6456,0.0535
564.8466,0.1314,564.8466,0.1728,564.8466,0.0561
565.0477,0.1305,565.0477,0.1707,565.0477,0.0553
565.2487,0.1323,565.2487,0.1711,565.2487,0.0536
565.4497,0.1319,565.4497,0.1689,565.4497,0.0538
565.6507,0.1316,565.6507,0.1692,565.6507,0.0536
565.8517,0.1303,565.8517,0.1715,565.8517,0.0542
566.0527,0.1321,566.0527,0.1692,566.0527,0.0539
566.2536,0.1309,566.2536,0.1683,566.2536,0.0542
566.4546,0.13,566.4546,0.168,566.4546,0.0549
566.6555,0.1305,566.6555,0.1685,566.6555,0.0543
566.8564,0.1296,566.8564,0.1679,566.8564,0.0527
567.0573,0.1289,567.0573,0.1678,567.0573,0.0544
567.2582,0.1296,567.2582,0.1682,567.2582,0.0537
567.4591,0.1292,567.4591,0.167,567.4591,0.0531
567.66,0.1297,567.66,0.1658,567.66,0.0535
567.8609,0.1287,567.8609,0.1659,567.8609,0.0531
568.0617,0.1297,568.0617,0.1649,568.0617,0.0539
568.2625,0.1301,568.2625,0.1669,568.2625,0.0511
568.4634,0.1297,568.4634,0.1653,568.4634,0.0537
568.6642,0.1264,568.6642,0.1648,568.6642,0.052
568.865,0.129,568.865,0.164,568.865,0.0515
569.0658,0.1274,569.0658,0.1648,569.0658,0.0535
569.2665,0.1288,569.2665,0.1644,569.2665,0.0523
569.4673,0.1269,569.4673,0.1639,569.4673,0.0525
569.668,0.1268,569.668,0.1638,569.668,0.051
569.8688,0.1257,569.8688,0.1624,569.8688,0.053
570.0695,0.1266,570.0695,0.1631,570.0695,0.0514
570.2702,0.1275,570.2702,0.1622,570.2702,0.0515
570.4709,0.126,570.4709,0.1633,570.4709,0.052
570.6716,0.1252,570.6716,0.163,570.6716,0.0528
570.8722,0.1263,570.8722,0.1605,570.8722,0.0522
571.0729,0.1252,571.0729,0.162,571.0729,0.0523
571.2736,0.1254,571.2736,0.16,571.2736,0.0526
571.4742,0.1258,571.4742,0.1605,571.4742,0.0512
571.6748,0.1271,571.6748,0.1588,571.6748,0.0517
571.8754,0.1242,571.8754,0.1591,571.8754,0.0508
572.076,0.1244,572.076,0.1579,572.076,0.0513
572.2766,0.1233,572.2766,0.1599,572.2766,0.0516
572.4772,0.1241,572.4772,0.1594,572.4772,0.0521
572.6777,0.1242,572.6777,0.1594,572.6777,0.0518
572.8783,0.1235,572.8783,0.1576,572.8783,0.0504
573.0788,0.1235,573.0788,0.1561,573.0788,0.051
573.2793,0.1239,573.2793,0.1565,573.2793,0.0511
573.4798,0.1219,573.4798,0.1573,573.4798,0.0509
573.6803,0.1218,573.6803,0.1581,573.6803,0.0498
573.8808,0.1242,573.8808,0.1579,573.8808,0.0516
574.0813,0.1207,574.0813,0.155,574.0813,0.0519
574.2817,0.1221,574.2817,0.1571,574.2817,0.0499
574.4822,0.1223,574.4822,0.1564,574.4822,0.0514
574.6826,0.1219,574.6826,0.1554,574.6826,0.0495
574.883,0.1219,574.883,0.1552,574.883,0.0502
575.0834,0.1214,575.0834,0.1548,575.0834,0.0503
575.2838,0.1209,575.2838,0.1541,575.2838,0.0495
575.4842,0.1203,575.4842,0.1537,575.4842,0.0505
575.6846,0.1199,575.6846,0.1543,575.6846,0.0506
575.8849,0.119,575.8849,0.1539,575.8849,0.0506
576.0853,0.12,576.0853,0.1537,576.0853,0.0494
576.2856,0.1221,576.2856,0.1539,576.2856,0.0505
576.4859,0.1206,576.4859,0.153,576.4859,0.0489
576.6862,0.12,576.6862,0.152,576.6862,0.0503
576.8865,0.1202,576.8865,0.1523,576.8865,0.0492
577.0868,0.1205,577.0868,0.1536,577.0868,0.0512
577.287,0.1203,577.287,0.1516,577.287,0.0484
577.4873,0.1206,577.4873,0.1533,577.4873,0.0484
577.6875,0.1208,577.6875,0.1518,577.6875,0.0474
577.8878,0.1176,577.8878,0.1502,577.8878,0.0497
578.088,0.1185,578.088,0.151,578.088,0.0493
578.2882,0.1202,578.2882,0.15,578.2882,0.0488
578.4884,0.119,578.4884,0.15,578.4884,0.0486
578.6885,0.1197,578.6885,0.1497,578.6885,0.0497
578.8887,0.1194,578.8887,0.1486,578.8887,0.0492
579.0889,0.1173,579.0889,0.1487,579.0889,0.0494
579.289,0.1178,579.289,0.1483,579.289,0.0486
579.4891,0.1174,579.4891,0.1498,579.4891,0.0475
579.6892,0.1175,579.6892,0.1487,579.6892,0.0478
579.8893,0.1176,579.8893,0.1485,579.8893,0.0482
580.0894,0.1163,580.0894,0.148,580.0894,0.0481
580.2895,0.1187,580.2895,0.1472,580.2895,0.0494
580.4895,0.1163,580.4895,0.1472,580.4895,0.0493
580.6896,0.1171,580.6896,0.1467,580.6896,0.0487
580.8896,0.1156,580.8896,0.1466,580.8896,0.0477
581.0897,0.1169,581.0897,0.147,581.0897,0.0478
581.2897,0.1172,581.2897,0.1467,581.2897,0.0467
581.4897,0.1157,581.4897,0.1453,581.4897,0.0474
581.6897,0.1162,581.6897,0.1453,581.6897,0.0483
581.8896,0.1153,581.8896,0.1445,581.8896,0.0476
582.0896,0.116,582.0896,0.1449,582.0896,0.0471
582.2895,0.1168,582.2895,0.1453,582.2895,0.0482
582.4895,0.1171,582.4895,0.1448,582.4895,0.0477
582.6894,0.115,582.6894,0.1436,582.6894,0.048
582.8893,0.1164,582.8893,0.145,582.8893,0.0482
583.0892,0.1151,583.0892,0.1438,583.0892,0.0467
583.2891,0.115,583.2891,0.1439,583.2891,0.0478
583.4889,0.1148,583.4889,0.1437,583.4889,0.0472
583.6888,0.1157,583.6888,0.1433,583.6888,0.0471
583.8886,0.1144,583.8886,0.1419,583.8886,0.0486
584.0885,0.1134,584.0885,0.143,584.0885,0.0474
584.2883,0.1138,584.2883,0.1434,584.2883,0.0469
584.4881,0.1141,584.4881,0.142,584.4881,0.0466
584.6879,0.1136,584.6879,0.144,584.6879,0.0476
584.8877,0.1157,584.8877,0.1424,584.8877,0.0452
585.0874,0.1139,585.0874,0.141,585.0874,0.0456
585.2872,0.1144,585.2872,0.1406,585.2872,0.0471
585.4869,0.1143,585.4869,0.14,585.4869,0.0456
585.6867,0.114,585.6867,0.1416,585.6867,0.0467
585.8864,0.1128,585.8864,0.1406,585.8864,0.0467
586.0861,0.1128,586.0861,0.1402,586.0861,0.0472
586.2858,0.1136,586.2858,0.1408,586.2858,0.046
586.4855,0.112,586.4855,0.1397,586.4855,0.045
586.6851,0.1129,586.6851,0.14,586.6851,0.0464
586.8848,0.1133,586.8848,0.1391,586.8848,0.0463
587.0844,0.1122,587.0844,0.14,587.0844,0.046
587.284,0.112,587.284,0.1384,587.284,0.0463
587.4836,0.1118,587.4836,0.1382,587.4836,0.0476
587.6832,0.113,587.6832,0.1375,587.6832,0.0448
587.8828,0.1114,587.8828,0.1387,587.8828,0.0463
588.0824,0.1125,588.0824,0.1373,588.0824,0.0468
588.282,0.1124,588.282,0.1381,588.282,0.0462
588.4815,0.1112,588.4815,0.1376,588.4815,0.0455
588.6811,0.1121,588.6811,0.1383,588.6811,0.0454
588.8806,0.1121,588.8806,0.1374,588.8806,0.0459
589.0801,0.1115,589.0801,0.1377,589.0801,0.046
589.2796,0.1111,589.2796,0.1368,589.2796,0.0438
589.4791,0.1125,589.4791,0.1361,589.4791,0.0461
589.6785,0.1126,589.6785,0.1372,589.6785,0.0466
589.878,0.1119,589.878,0.1355,589.878,0.0451
590.0775,0.1099,590.0775,0.1355,590.0775,0.045
590.2769,0.1102,590.2769,0.1359,590.2769,0.0457
590.4763,0.1111,590.4763,0.134,590.4763,0.0462
590.6757,0.1118,590.6757,0.1346,590.6757,0.046
590.8751,0.1105,590.8751,0.1351,590.8751,0.0449
591.0745,0.111,591.0745,0.1356,591.0745,0.0439
591.2739,0.11,591.2739,0.1351,591.2739,0.0448
591.4732,0.1105,591.4732,0.1348,591.4732,0.0453
591.6726,0.1111,591.6726,0.1344,591.6726,0.0448
591.8719,0.1097,591.8719,0.1353,591.8719,0.044
592.0712,0.1094,592.0712,0.1333,592.0712,0.0442
592.2705,0.1093,592.2705,0.1353,592.2705,0.0457
592.4698,0.1102,592.4698,0.1346,592.4698,0.0442
592.6691,0.1099,592.6691,0.1322,592.6691,0.0449
592.8683,0.1092,592.8683,0.1337,592.8683,0.0443
593.0676,0.109,593.0676,0.1347,593.0676,0.0436
593.2668,0.1106,593.2668,0.1325,593.2668,0.0457
593.4661,0.1109,593.4661,0.1313,593.4661,0.0445
593.6653,0.1095,593.6653,0.1316,593.6653,0.0428
593.8645,0.1107,593.8645,0.1326,593.8645,0.044
594.0637,0.1084,594.0637,0.132,594.0637,0.0442
594.2628,0.1092,594.2628,0.1319,594.2628,0.0448
594.462,0.1084,594.462,0.1315,594.462,0.0441
594.6612,0.1092,594.6612,0.1317,594.6612,0.0444
594.8603,0.1082,594.8603,0.1323,594.8603,0.0443
595.0594,0.1087,595.0594,0.1306,595.0594,0.0447
595.2585,0.1076,595.2585,0.1308,595.2585,0.0437
595.4576,0.1084,595.4576,0.1318,595.4576,0.0439
595.6567,0.1095,595.6567,0.1291,595.6567,0.0436
595.8558,0.1073,595.8558,0.1303,595.8558,0.0441
596.0548,0.1089,596.0548,0.1298,596.0548,0.0449
596.2539,0.1079,596.2539,0.1296,596.2539,0.0427
596.4529,0.1078,596.4529,0.1309,596.4529,0.0435
596.6519,0.1078,596.6519,0.1309,596.6519,0.0443
596.8509,0.1082,596.8509,0.1287,596.8509,0.0424
597.0499,0.1079,597.0499,0.1294,597.0499,0.0446
597.2489,0.107,597.2489,0.1294,597.2489,0.0434
597.4479,0.1069,597.4479,0.1287,597.4479,0.0432
597.6468,0.1064,597.6468,0.1285,597.6468,0.0434
597.8458,0.1076,597.8458,0.1282,597.8458,0.0433
598.0447,0.1063,598.0447,0.1276,598.0447,0.0433
598.2436,0.1068,598.2436,0.1306,598.2436,0.0439
598.4425,0.108,598.4425,0.1275,598.4425,0.0441
598.6414,0.1063,598.6414,0.1275,598.6414,0.0435
598.8403,0.1066,598.8403,0.1275,598.8403,0.0424
599.0392,0.1067,599.0392,0.1282,599.0392,0.0444
599.238,0.107,599.238,0.1288,599.238,0.0427
599.4369,0.1068,599.4369,0.1284,599.4369,0.043
599.6357,0.1073,599.6357,0.1267,599.6357,0.0429
599.8345,0.1068,599.8345,0.1293,599.8345,0.0435
600.0333,0.1063,600.0333,0.1278,600.0333,0.0435
600.2321,0.1068,600.2321,0.1276,600.2321,0.043
600.4309,0.1064,600.4309,0.1268,600.4309,0.0422
600.6296,0.1063,600.6296,0.1269,600.6296,0.0434
600.8284,0.1069,600.8284,0.1268,600.8284,0.0424
601.0271,0.107,601.0271,0.1254,601.0271,0.0427
601.2258,0.1067,601.2258,0.1265,601.2258,0.0432
601.4245,0.1063,601.4245,0.1265,601.4245,0.0427
601.6232,0.1066,601.6232,0.1261,601.6232,0.0437
601.8219,0.1042,601.8219,0.1261,601.8219,0.0429
602.0206,0.1058,602.0206,0.1265,602.0206,0.0425
602.2192,0.1062,602.2192,0.1259,602.2192,0.0433
602.4179,0.1052,602.4179,0.1258,602.4179,0.0424
602.6165,0.106,602.6165,0.125,602.6165,0.0428
602.8151,0.1045,602.8151,0.1253,602.8151,0.0421
603.0137,0.1056,603.0137,0.1254,603.0137,0.0428
603.2123,0.1051,603.2123,0.1239,603.2123,0.0438
603.4109,0.1051,603.4109,0.1254,603.4109,0.0424
603.6095,0.1055,603.6095,0.1248,603.6095,0.0435
603.808,0.1056,603.808,0.1258,603.808,0.0424
604.0065,0.1038,604.0065,0.1253,604.0065,0.0429
604.2051,0.1043,604.2051,0.1239,604.2051,0.0426
604.4036,0.1038,604.4036,0.1234,604.4036,0.0428
604.6021,0.1056,604.6021,0.1252,604.6021,0.0417
604.8006,0.1053,604.8006,0.1251,604.8006,0.0435
604.999,0.104,604.999,0.1248,604.999,0.0424
605.1975,0.1048,605.1975,0.1239,605.1975,0.0413
605.396,0.1056,605.396,0.1244,605.396,0.0421
605.5944,0.1047,605.5944,0.1238,605.5944,0.0415
605.7928,0.1054,605.7928,0.125,605.7928,0.0425
605.9912,0.1051,605.9912,0.1233,605.9912,0.0414
606.1896,0.1051,606.1896,0.1242,606.1896,0.0432
606.388,0.104,606.388,0.1242,606.388,0.0414
606.5864,0.1042,606.5864,0.1239,606.5864,0.0421
606.7847,0.1047,606.7847,0.1243,606.7847,0.0409
606.9831,0.1042,606.9831,0.1228,606.9831,0.0423
607.1814,0.1037,607.1814,0.1246,607.1814,0.0427
607.3797,0.1035,607.3797,0.1244,607.3797,0.041
607.578,0.1046,607.578,0.1234,607.578,0.0414
607.7763,0.1042,607.7763,0.123,607.7763,0.0434
607.9746,0.1022,607.9746,0.1229,607.9746,0.0418
608.1728,0.1038,608.1728,0.1217,608.1728,0.0415
608.3711,0.1042,608.3711,0.1239,608.3711,0.0422
608.5693,0.1035,608.5693,0.1235,608.5693,0.0404
608.7676,0.1048,608.7676,0.1231,608.7676,0.043
608.9658,0.103,608.9658,0.1238,608.9658,0.0413
609.164,0.1053,609.164,0.1224,609.164,0.0429
609.3621,0.1031,609.3621,0.1203,609.3621,0.0412
609.5603,0.105,609.5603,0.1221,609.5603,0.0419
609.7585,0.1023,609.7585,0.1224,609.7585,0.0415
609.9566,0.1048,609.9566,0.1228,609.9566,0.0416
610.1548,0.1033,610.1548,0.1216,610.1548,0.041
610.3529,0.1032,610.3529,0.1213,610.3529,0.0424
610.551,0.1028,610.551,0.1204,610.551,0.0409
610.7491,0.1015,610.7491,0.1213,610.7491,0.0419
610.9472,0.1027,610.9472,0.1212,610.9472,0.0415
611.1452,0.103,611.1452,0.1221,611.1452,0.0418
611.3433,0.1054,611.3433,0.1214,611.3433,0.0414
611.5413,0.1035,611.5413,0.1216,611.5413,0.0435
611.7393,0.103,611.7393,0.122,611.7393,0.041
611.9374,0.102,611.9374,0.1217,611.9374,0.0414
612.1354,0.1037,612.1354,0.1212,612.1354,0.0411
612.3334,0.1043,612.3334,0.1214,612.3334,0.0424
612.5313,0.1034,612.5313,0.1202,612.5313,0.0421
612.7293,0.1028,612.7293,0.1214,612.7293,0.0425
612.9272,0.1022,612.9272,0.1211,612.9272,0.0417
613.1252,0.1031,613.1252,0.1207,613.1252,0.0405
613.3231,0.104,613.3231,0.121,613.3231,0.0422
613.521,0.1037,613.521,0.1221,613.521,0.0413
613.7189,0.1036,613.7189,0.1192,613.7189,0.0413
613.9168,0.1025,613.9168,0.1213,613.9168,0.0414
614.1147,0.1036,614.1147,0.1207,614.1147,0.0406
614.3125,0.1032,614.3125,0.1195,614.3125,0.0416
614.5104,0.1035,614.5104,0.1215,614.5104,0.0407
614.7082,0.1041,614.7082,0.1209,614.7082,0.0406
614.906,0.103,614.906,0.1202,614.906,0.0416
615.1038,0.1036,615.1038,0.1194,615.1038,0.042
615.3016,0.1027,615.3016,0.1195,615.3016,0.0406
615.4994,0.1022,615.4994,0.1203,615.4994,0.0407
615.6971,0.1027,615.6971,0.1194,615.6971,0.0417
615.8949,0.1024,615.8949,0.12,615.8949,0.0411
616.0926,0.1023,616.0926,0.1203,616.0926,0.0407
616.2903,0.1024,616.2903,0.1188,616.2903,0.0418
616.4881,0.103,616.4881,0.12,616.4881,0.0418
616.6858,0.1026,616.6858,0.1209,616.6858,0.0413
616.8834,0.1028,616.8834,0.12,616.8834,0.0406
617.0811,0.1037,617.0811,0.12,617.0811,0.0403
617.2788,0.1027,617.2788,0.1187,617.2788,0.0396
617.4764,0.1024,617.4764,0.1204,617.4764,0.0408
617.674,0.1026,617.674,0.1208,617.674,0.0415
617.8717,0.1029,617.8717,0.1196,617.8717,0.0405
618.0693,0.1023,618.0693,0.1198,618.0693,0.0407
618.2669,0.103,618.2669,0.1196,618.2669,0.0412
618.4644,0.1035,618.4644,0.1191,618.4644,0.042
618.662,0.1024,618.662,0.1198,618.662,0.0397
618.8596,0.101,618.8596,0.1192,618.8596,0.0404
619.0571,0.1028,619.0571,0.1191,619.0571,0.0409
619.2546,0.102,619.2546,0.1193,619.2546,0.0415
619.4521,0.1024,619.4521,0.1212,619.4521,0.041
619.6496,0.1025,619.6496,0.1187,619.6496,0.0426
619.8471,0.1033,619.8471,0.1201,619.8471,0.0405
620.0446,0.1032,620.0446,0.1196,620.0446,0.0401
620.2421,0.1021,620.2421,0.1177,620.2421,0.0399
620.4395,0.1026,620.4395,0.1195,620.4395,0.0416
620.6369,0.1037,620.6369,0.1191,620.6369,0.041
620.8344,0.1029,620.8344,0.1198,620.8344,0.0408
621.0318,0.1039,621.0318,0.1199,621.0318,0.0409
621.2292,0.1023,621.2292,0.1197,621.2292,0.0403
621.4265,0.1037,621.4265,0.1201,621.4265,0.0409
621.6239,0.1025,621.6239,0.1192,621.6239,0.0404
621.8213,0.103,621.8213,0.1206,621.8213,0.0399
622.0186,0.1032,622.0186,0.1198,622.0186,0.0412
622.2159,0.1026,622.2159,0.1179,622.2159,0.0405
622.4132,0.1039,622.4132,0.1188,622.4132,0.0408
622.6105,0.1029,622.6105,0.1189,622.6105,0.0417
622.8078,0.1036,622.8078,0.1194,622.8078,0.0415
623.0051,0.1031,623.0051,0.1189,623.0051,0.0417
623.2024,0.1028,623.2024,0.1188,623.2024,0.0411
623.3996,0.1014,623.3996,0.1198,623.3996,0.0403
623.5968,0.1031,623.5968,0.1192,623.5968,0.0416
623.7941,0.1033,623.7941,0.1196,623.7941,0.0405
623.9913,0.1028,623.9913,0.1183,623.9913,0.0402
624.1885,0.1024,624.1885,0.1189,624.1885,0.0416
624.3856,0.1032,624.3856,0.1201,624.3856,0.0405
624.5828,0.1031,624.5828,0.1195,624.5828,0.0407
624.78,0.1013,624.78,0.1192,624.78,0.0412
624.9771,0.1037,624.9771,0.1191,624.9771,0.0399
625.1742,0.1027,625.1742,0.1178,625.1742,0.0402
625.3714,0.1034,625.3714,0.1172,625.3714,0.0418
625.5685,0.1032,625.5685,0.1185,625.5685,0.0404
625.7655,0.1024,625.7655,0.119,625.7655,0.0402
625.9626,0.1039,625.9626,0.1196,625.9626,0.0409
626.1597,0.1029,626.1597,0.1199,626.1597,0.0408
626.3567,0.1028,626.3567,0.1188,626.3567,0.0405
626.5538,0.1028,626.5538,0.1183,626.5538,0.0414
626.7508,0.1049,626.7508,0.1187,626.7508,0.0414
626.9478,0.1041,626.9478,0.1198,626.9478,0.0404
627.1448,0.1031,627.1448,0.1187,627.1448,0.0407
627.3418,0.1028,627.3418,0.1191,627.3418,0.0404
627.5387,0.1037,627.5387,0.1195,627.5387,0.0409
627.7357,0.1041,627.7357,0.1198,627.7357,0.0417
627.9326,0.1039,627.9326,0.1191,627.9326,0.0404
628.1295,0.1042,628.1295,0.119,628.1295,0.0402
628.3265,0.1045,628.3265,0.1192,628.3265,0.04
628.5234,0.1041,628.5234,0.1188,628.5234,0.0403
628.7203,0.1031,628.7203,0.1192,628.7203,0.0414
628.9171,0.1033,628.9171,0.1191,628.9171,0.041
629.114,0.1044,629.114,0.1188,629.114,0.0409
629.3108,0.1038,629.3108,0.1193,629.3108,0.0405
629.5077,0.1035,629.5077,0.1181,629.5077,0.0416
629.7045,0.104,629.7045,0.1197,629.7045,0.0421
629.9013,0.1037,629.9013,0.1184,629.9013,0.0409
630.0981,0.1042,630.0981,0.1193,630.0981,0.0413
630.2949,0.1039,630.2949,0.1182,630.2949,0.0407
630.4916,0.1034,630.4916,0.1192,630.4916,0.0419
630.6884,0.1036,630.6884,0.1197,630.6884,0.0414
630.8851,0.1034,630.8851,0.1196,630.8851,0.0421
631.0819,0.1043,631.0819,0.1193,631.0819,0.0415
631.2786,0.1044,631.2786,0.1194,631.2786,0.0412
631.4753,0.1046,631.4753,0.12,631.4753,0.0417
631.672,0.1048,631.672,0.1183,631.672,0.0404
631.8686,0.1047,631.8686,0.1193,631.8686,0.0417
632.0653,0.1044,632.0653,0.1189,632.0653,0.0413
632.2619,0.1037,632.2619,0.1198,632.2619,0.0413
632.4586,0.1039,632.4586,0.1193,632.4586,0.0403
632.6552,0.1053,632.6552,0.1209,632.6552,0.0406
632.8518,0.1054,632.8518,0.1191,632.8518,0.0406
633.0484,0.1053,633.0484,0.1197,633.0484,0.0413
633.245,0.1053,633.245,0.1183,633.245,0.0398
633.4415,0.1056,633.4415,0.1184,633.4415,0.0398
633.6381,0.1057,633.6381,0.1199,633.6381,0.0413
633.8346,0.1057,633.8346,0.1193,633.8346,0.0409
634.0311,0.1041,634.0311,0.1203,634.0311,0.0398
634.2277,0.1058,634.2277,0.1195,634.2277,0.041
