Wavelength,Absorbance,Wavelength,Absorbance
637.7626,0.1411,637.7626,0.0752
637.9588,0.1395,637.9588,0.0751
638.1551,0.1396,638.1551,0.0753
638.3513,0.1402,638.3513,0.0756
638.5475,0.14,638.5475,0.0751
638.7437,0.1393,638.7437,0.0756
638.9399,0.1411,638.9399,0.0748
639.1361,0.1399,639.1361,0.0754
639.3322,0.1412,639.3322,0.0756
639.5284,0.14,639.5284,0.0755
639.7245,0.14,639.7245,0.0754
639.9206,0.1402,639.9206,0.0766
640.1168,0.1397,640.1168,0.0749
640.3128,0.1393,640.3128,0.0762
640.5089,0.1411,640.5089,0.0753
640.705,0.1389,640.705,0.0754
640.901,0.1402,640.901,0.0753
641.0971,0.1384,641.0971,0.0758
641.2931,0.1398,641.2931,0.076
641.4891,0.1406,641.4891,0.0757
641.6851,0.1396,641.6851,0.077
641.8811,0.1399,641.8811,0.0758
642.0771,0.1404,642.0771,0.0756
642.273,0.1415,642.273,0.0748
642.469,0.1404,642.469,0.0752
642.6649,0.1408,642.6649,0.0768
642.8608,0.1402,642.8608,0.0764
643.0567,0.1416,643.0567,0.0751
643.2526,0.1413,643.2526,0.0762
643.4485,0.1418,643.4485,0.0764
643.6444,0.1413,643.6444,0.0749
643.8402,0.1418,643.8402,0.0764
644.0361,0.1412,644.0361,0.0754
644.2319,0.1427,644.2319,0.0759
644.4277,0.1408,644.4277,0.0765
644.6235,0.1428,644.6235,0.0754
644.8193,0.1408,644.8193,0.0759
645.015,0.1407,645.015,0.0766
645.2108,0.1418,645.2108,0.0749
645.4065,0.1411,645.4065,0.0758
645.6023,0.1423,645.6023,0.0772
645.798,0.1408,645.798,0.076
645.9937,0.1413,645.9937,0.0745
646.1894,0.1419,646.1894,0.0763
646.385,0.1425,646.385,0.0755
646.5807,0.1418,646.5807,0.0771
646.7763,0.1429,646.7763,0.0763
646.972,0.1427,646.972,0.0767
647.1676,0.1419,647.1676,0.0764
647.3632,0.1425,647.3632,0.0756
647.5588,0.1434,647.5588,0.0762
647.7544,0.1428,647.7544,0.076
647.9499,0.1437,647.9499,0.0768
648.1455,0.1434,648.1455,0.0769
648.341,0.1436,648.341,0.0765
648.5366,0.144,648.5366,0.0778
648.7321,0.1442,648.7321,0.0774
648.9276,0.1437,648.9276,0.0769
649.123,0.1443,649.123,0.0771
649.3185,0.1449,649.3185,0.0776
649.514,0.1438,649.514,0.0772
649.7094,0.1447,649.7094,0.0765
649.9048,0.1438,649.9048,0.0764
650.1003,0.1447,650.1003,0.0763
650.2957,0.1448,650.2957,0.0772
650.491,0.1448,650.491,0.0777
650.6864,0.1461,650.6864,0.0771
650.8818,0.1458,650.8818,0.0769
651.0771,0.1456,651.0771,0.0768
651.2725,0.1454,651.2725,0.0786
651.4678,0.1451,651.4678,0.0784
651.6631,0.1476,651.6631,0.0779
651.8584,0.146,651.8584,0.0775
652.0537,0.1465,652.0537,0.0779
652.2489,0.1463,652.2489,0.0771
652.4442,0.1476,652.4442,0.0772
652.6394,0.1467,652.6394,0.078
652.8346,0.1473,652.8346,0.0778
653.0298,0.1479,653.0298,0.0775
653.225,0.1476,653.225,0.0788
653.4202,0.1472,653.4202,0.0781
653.6154,0.1482,653.6154,0.0791
653.8105,0.149,653.8105,0.0782
654.0057,0.1483,654.0057,0.0788
654.2008,0.1489,654.2008,0.0784
654.3959,0.148,654.3959,0.0786
654.591,0.1475,654.591,0.0791
654.7861,0.1491,654.7861,0.078
654.9812,0.1501,654.9812,0.0791
655.1763,0.1491,655.1763,0.0794
655.3713,0.1489,655.3713,0.0792
655.5663,0.1498,655.5663,0.0802
655.7613,0.1501,655.7613,0.0796
655.9564,0.1502,655.9564,0.0794
656.1513,0.1523,656.1513,0.0795
656.3463,0.1515,656.3463,0.0795
656.5413,0.1513,656.5413,0.0792
656.7362,0.153,656.7362,0.0798
656.9312,0.1508,656.9312,0.0802
657.1261,0.1524,657.1261,0.0793
657.321,0.1514,657.321,0.0793
657.5159,0.1532,657.5159,0.0803
657.7108,0.154,657.7108,0.0809
657.9056,0.1539,657.9056,0.0808
658.1005,0.1535,658.1005,0.0811
658.2953,0.1533,658.2953,0.0805
658.4902,0.1533,658.4902,0.0809
658.685,0.1537,658.685,0.0807
658.8798,0.1542,658.8798,0.0815
659.0746,0.1552,659.0746,0.0817
659.2693,0.1547,659.2693,0.0818
659.4641,0.1561,659.4641,0.0818
659.6588,0.1569,659.6588,0.0821
659.8536,0.1556,659.8536,0.0812
660.0483,0.1566,660.0483,0.0813
660.243,0.157,660.243,0.0825
660.4377,0.1565,660.4377,0.0819
660.6323,0.157,660.6323,0.0818
660.827,0.1575,660.827,0.0832
661.0217,0.1579,661.0217,0.0822
661.2163,0.1573,661.2163,0.0824
661.4109,0.1575,661.4109,0.0829
661.6055,0.1588,661.6055,0.0833
661.8001,0.1595,661.8001,0.0825
661.9947,0.159,661.9947,0.0831
662.1892,0.1588,662.1892,0.0841
662.3838,0.1606,662.3838,0.0827
662.5783,0.1603,662.5783,0.0841
662.7729,0.1612,662.7729,0.0844
662.9674,0.1603,662.9674,0.0829
663.1619,0.161,663.1619,0.0841
663.3563,0.1606,663.3563,0.0838
663.5508,0.1609,663.5508,0.0847
663.7453,0.1607,663.7453,0.0843
663.9397,0.1627,663.9397,0.0847
664.1341,0.1632,664.1341,0.0851
664.3285,0.1636,664.3285,0.0839
664.5229,0.1635,664.5229,0.085
664.7173,0.1638,664.7173,0.0855
664.9117,0.1644,664.9117,0.0842
665.1061,0.1639,665.1061,0.0866
665.3004,0.1649,665.3004,0.0863
665.4947,0.1659,665.4947,0.0856
665.689,0.1661,665.689,0.0872
665.8833,0.1656,665.8833,0.0862
666.0776,0.165,666.0776,0.0865
666.2719,0.1669,666.2719,0.0857
666.4662,0.1672,666.4662,0.0866
666.6604,0.1681,666.6604,0.087
666.8546,0.1678,666.8546,0.0878
667.0489,0.1681,667.0489,0.0871
667.2431,0.1696,667.2431,0.0874
667.4373,0.1696,667.4373,0.087
667.6314,0.1692,667.6314,0.0873
667.8256,0.169,667.8256,0.0878
668.0197,0.1716,668.0197,0.0885
668.2139,0.1712,668.2139,0.0892
668.408,0.1717,668.408,0.0877
668.6021,0.1722,668.6021,0.0898
668.7962,0.1719,668.7962,0.0894
668.9903,0.1722,668.9903,0.0888
669.1843,0.1739,669.1843,0.0896
669.3784,0.174,669.3784,0.0901
669.5724,0.1737,669.5724,0.0899
669.7665,0.1746,669.7665,0.09
669.9605,0.1747,669.9605,0.0911
670.1545,0.1762,670.1545,0.091
670.3485,0.1769,670.3485,0.0909
670.5424,0.1758,670.5424,0.0919
670.7364,0.1777,670.7364,0.0906
670.9303,0.1782,670.9303,0.0901
671.1242,0.178,671.1242,0.0921
671.3182,0.1793,671.3182,0.0927
671.5121,0.1795,671.5121,0.0913
671.7059,0.1806,671.7059,0.0916
671.8998,0.1806,671.8998,0.0923
672.0937,0.1811,672.0937,0.0931
672.2875,0.1804,672.2875,0.0935
672.4813,0.1812,672.4813,0.0926
672.6752,0.1817,672.6752,0.0932
672.869,0.1837,672.869,0.0947
673.0627,0.1839,673.0627,0.0935
673.2565,0.183,673.2565,0.0944
673.4503,0.1852,673.4503,0.0947
673.644,0.184,673.644,0.0934
673.8378,0.1864,673.8378,0.0944
674.0315,0.1846,674.0315,0.0946
674.2252,0.1853,674.2252,0.0958
674.4189,0.1866,674.4189,0.0955
674.6125,0.1863,674.6125,0.0958
674.8062,0.1875,674.8062,0.0959
674.9999,0.1878,674.9999,0.0954
675.1935,0.1892,675.1935,0.0956
675.3871,0.1895,675.3871,0.0965
675.5807,0.1915,675.5807,0.0976
675.7743,0.1906,675.7743,0.0974
675.9679,0.1919,675.9679,0.0977
676.1614,0.191,676.1614,0.0982
676.355,0.1923,676.355,0.0983
676.5485,0.1925,676.5485,0.0987
676.7421,0.1924,676.7421,0.0987
676.9356,0.194,676.9356,0.0991
677.1291,0.1949,677.1291,0.0992
677.3225,0.1959,677.3225,0.0986
677.516,0.1964,677.516,0.1009
677.7095,0.1969,677.7095,0.0997
677.9029,0.197,677.9029,0.1009
678.0963,0.1981,678.0963,0.1025
678.2897,0.1987,678.2897,0.1008
678.4831,0.1991,678.4831,0.1015
678.6765,0.2012,678.6765,0.1017
678.8699,0.2013,678.8699,0.1016
679.0632,0.202,679.0632,0.1023
679.2566,0.202,679.2566,0.1026
679.4499,0.2022,679.4499,0.1029
679.6432,0.2044,679.6432,0.1039
679.8365,0.2044,679.8365,0.1043
680.0298,0.2056,680.0298,0.1045
680.2231,0.2059,680.2231,0.1037
680.4163,0.2062,680.4163,0.1046
680.6096,0.2071,680.6096,0.1047
680.8028,0.2088,680.8028,0.1044
680.996,0.2087,680.996,0.1056
681.1892,0.2092,681.1892,0.106
681.3824,0.2104,681.3824,0.1071
681.5756,0.2115,681.5756,0.1067
681.7687,0.2107,681.7687,0.1067
681.9619,0.2109,681.9619,0.1079
682.155,0.213,682.155,0.1073
682.3481,0.2134,682.3481,0.1082
682.5412,0.2137,682.5412,0.1081
682.7343,0.2139,682.7343,0.1085
682.9274,0.2163,682.9274,0.1087
683.1204,0.2173,683.1204,0.109
683.3135,0.2173,683.3135,0.1095
683.5065,0.2179,683.5065,0.11
683.6995,0.2194,683.6995,0.1098
683.8925,0.2199,683.8925,0.1103
684.0855,0.221,684.0855,0.1111
684.2785,0.2213,684.2785,0.1114
684.4715,0.2218,684.4715,0.112
684.6644,0.224,684.6644,0.1124
684.8573,0.2242,684.8573,0.1139
685.0502,0.2245,685.0502,0.1128
685.2432,0.2255,685.2432,0.1138
685.436,0.226,685.436,0.1139
685.6289,0.227,685.6289,0.1145
685.8218,0.2288,685.8218,0.1151
686.0146,0.2285,686.0146,0.1154
686.2075,0.2288,686.2075,0.115
686.4003,0.2296,686.4003,0.1151
686.5931,0.2318,686.5931,0.1162
686.7859,0.2329,686.7859,0.1159
686.9787,0.2331,686.9787,0.1169
687.1714,0.2337,687.1714,0.1173
687.3642,0.2354,687.3642,0.1173
687.5569,0.2352,687.5569,0.1182
687.7496,0.2366,687.7496,0.1182
687.9423,0.2372,687.9423,0.1191
688.135,0.2384,688.135,0.1196
688.3277,0.2401,688.3277,0.1189
688.5204,0.2414,688.5204,0.1201
688.713,0.2413,688.713,0.1201
688.9057,0.2432,688.9057,0.1215
689.0983,0.2432,689.0983,0.1207
689.2909,0.2445,689.2909,0.1213
689.4835,0.2466,689.4835,0.1223
689.6761,0.2468,689.6761,0.124
689.8686,0.2478,689.8686,0.1223
690.0612,0.2499,690.0612,0.1229
690.2537,0.2489,690.2537,0.124
690.4462,0.2496,690.4462,0.1248
690.6387,0.2528,690.6387,0.1256
690.8312,0.2532,690.8312,0.1245
691.0237,0.253,691.0237,0.1257
691.2162,0.2567,691.2162,0.1268
691.4086,0.2568,691.4086,0.1259
691.6011,0.2579,691.6011,0.1283
691.7935,0.2582,691.7935,0.1284
691.9859,0.2598,691.9859,0.1288
692.1783,0.2605,692.1783,0.1281
692.3707,0.261,692.3707,0.1301
692.563,0.2622,692.563,0.1295
692.7554,0.2644,692.7554,0.132
692.9477,0.2653,692.9477,0.1315
693.1401,0.2672,693.1401,0.1322
693.3324,0.2674,693.3324,0.1319
693.5247,0.2684,693.5247,0.132
693.7169,0.269,693.7169,0.1323
693.9092,0.2713,693.9092,0.1345
694.1015,0.2734,694.1015,0.1348
694.2937,0.2736,694.2937,0.1347
694.4859,0.2735,694.4859,0.1354
694.6781,0.2755,694.6781,0.1356
694.8703,0.2774,694.8703,0.1373
695.0625,0.2776,695.0625,0.1367
695.2547,0.2785,695.2547,0.1364
695.4468,0.28,695.4468,0.138
695.639,0.2819,695.639,0.1386
695.8311,0.2827,695.8311,0.1398
696.0232,0.2832,696.0232,0.1399
696.2153,0.285,696.2153,0.1413
696.4074,0.2864,696.4074,0.1407
696.5995,0.2883,696.5995,0.1418
696.7915,0.2891,696.7915,0.1411
696.9836,0.2913,696.9836,0.1415
697.1756,0.2903,697.1756,0.1437
697.3676,0.2938,697.3676,0.144
697.5596,0.2964,697.5596,0.1445
697.7516,0.2959,697.7516,0.1448
697.9435,0.2976,697.9435,0.1456
698.1355,0.298,698.1355,0.145
698.3274,0.3005,698.3274,0.1474
698.5194,0.3021,698.5194,0.1478
698.7113,0.3029,698.7113,0.1469
698.9032,0.3057,698.9032,0.149
699.0951,0.3054,699.0951,0.1488
699.2869,0.3074,699.2869,0.1499
699.4788,0.3078,699.4788,0.1498
699.6706,0.3098,699.6706,0.1504
699.8624,0.3119,699.8624,0.1519
700.0543,0.3128,700.0543,0.1528
700.246,0.3146,700.246,0.153
700.4378,0.317,700.4378,0.1536
700.6296,0.3168,700.6296,0.1545
700.8214,0.3194,700.8214,0.155
701.0131,0.3197,701.0131,0.155
701.2048,0.3213,701.2048,0.1566
701.3965,0.3232,701.3965,0.1565
701.5882,0.3256,701.5882,0.1572
701.7799,0.3279,701.7799,0.1575
701.9716,0.3276,701.9716,0.1582
702.1632,0.33,702.1632,0.1603
702.3549,0.3323,702.3549,0.1597
702.5465,0.3338,702.5465,0.1603
702.7381,0.3346,702.7381,0.1616
702.9297,0.3361,702.9297,0.1621
703.1213,0.3378,703.1213,0.1625
703.3129,0.3401,703.3129,0.1642
703.5044,0.3409,703.5044,0.1638
703.6959,0.3429,703.6959,0.1636
703.8875,0.3445,703.8875,0.1662
704.079,0.3457,704.079,0.1668
704.2705,0.3475,704.2705,0.1669
704.462,0.3501,704.462,0.1676
704.6534,0.3518,704.6534,0.1689
704.8449,0.3537,704.8449,0.1688
705.0363,0.3561,705.0363,0.1701
705.2277,0.3574,705.2277,0.1708
705.4192,0.3593,705.4192,0.171
705.6106,0.3601,705.6106,0.1719
705.8019,0.3612,705.8019,0.173
705.9933,0.3641,705.9933,0.1728
706.1847,0.3651,706.1847,0.1751
706.376,0.3673,706.376,0.1752
706.5673,0.3685,706.5673,0.177
706.7586,0.3709,706.7586,0.1761
706.9499,0.3739,706.9499,0.1778
707.1412,0.3748,707.1412,0.1778
707.3325,0.3756,707.3325,0.1793
707.5237,0.3791,707.5237,0.1806
707.715,0.38,707.715,0.1821
707.9062,0.381,707.9062,0.1819
708.0974,0.3858,708.0974,0.1835
708.2886,0.3868,708.2886,0.1835
708.4798,0.3883,708.4798,0.1852
708.6709,0.3901,708.6709,0.1848
708.8621,0.3926,708.8621,0.1849
709.0532,0.3936,709.0532,0.1868
709.2443,0.396,709.2443,0.1874
709.4354,0.3977,709.4354,0.1883
709.6265,0.4009,709.6265,0.1894
709.8176,0.4014,709.8176,0.1908
710.0087,0.4045,710.0087,0.1914
710.1997,0.4057,710.1997,0.1921
710.3908,0.4088,710.3908,0.1925
710.5818,0.4085,710.5818,0.1941
710.7728,0.4128,710.7728,0.1936
710.9638,0.4124,710.9638,0.1956
711.1548,0.4162,711.1548,0.1965
711.3457,0.4185,711.3457,0.1964
711.5367,0.4227,711.5367,0.1975
711.7276,0.4225,711.7276,0.1989
711.9185,0.4243,711.9185,0.2005
712.1094,0.4265,712.1094,0.2019
712.3003,0.4291,712.3003,0.2019
712.4912,0.4308,712.4912,0.2028
712.6821,0.4341,712.6821,0.2033
712.8729,0.4347,712.8729,0.2038
713.0638,0.4358,713.0638,0.2047
713.2546,0.4386,713.2546,0.2051
713.4454,0.4432,713.4454,0.2072
713.6362,0.4447,713.6362,0.2079
713.8269,0.448,713.8269,0.2096
714.0177,0.4501,714.0177,0.2101
714.2084,0.4516,714.2084,0.2101
714.3992,0.4523,714.3992,0.2109
714.5899,0.4559,714.5899,0.2121
714.7806,0.458,714.7806,0.2139
714.9713,0.4604,714.9713,0.2149
715.162,0.4614,715.162,0.2148
715.3526,0.4647,715.3526,0.2159
715.5433,0.4674,715.5433,0.217
715.7339,0.4705,715.7339,0.2191
715.9245,0.4736,715.9245,0.2207
716.1151,0.4734,716.1151,0.2205
716.3057,0.4772,716.3057,0.2208
716.4963,0.4789,716.4963,0.2225
716.6868,0.4811,716.6868,0.2233
716.8774,0.4821,716.8774,0.2252
717.0679,0.4866,717.0679,0.2234
717.2584,0.4874,717.2584,0.2264
717.4489,0.4929,717.4489,0.2272
717.6394,0.494,717.6394,0.2279
717.8299,0.4958,717.8299,0.2298
718.0203,0.4985,718.0203,0.2308
718.2108,0.4993,718.2108,0.2309
718.4012,0.5039,718.4012,0.2327
718.5916,0.5063,718.5916,0.2344
718.782,0.508,718.782,0.2356
718.9724,0.5096,718.9724,0.2358
719.1628,0.5125,719.1628,0.2356
719.3531,0.5162,719.3531,0.238
719.5435,0.5174,719.5435,0.2384
719.7338,0.5207,719.7338,0.2393
719.9241,0.5233,719.9241,0.24
720.1144,0.5257,720.1144,0.2421
720.3047,0.5294,720.3047,0.2434
720.495,0.5306,720.495,0.2446
720.6852,0.5338,720.6852,0.2447
720.8754,0.5384,720.8754,0.2452
721.0657,0.5404,721.0657,0.2481
721.2559,0.5431,721.2559,0.248
721.4461,0.5449,721.4461,0.2493
721.6363,0.5467,721.6363,0.2514
721.8264,0.5498,721.8264,0.2521
722.0166,0.5535,722.0166,0.2515
722.2067,0.5544,722.2067,0.2534
722.3968,0.557,722.3968,0.2547
722.5869,0.56,722.5869,0.256
722.777,0.5613,722.777,0.2548
722.9671,0.5671,722.9671,0.258
723.1572,0.5686,723.1572,0.2587
723.3472,0.5731,723.3472,0.26
723.5372,0.5739,723.5372,0.2615
723.7273,0.5777,723.7273,0.2613
723.9173,0.5805,723.9173,0.2639
724.1073,0.5805,724.1073,0.2656
724.2972,0.5842,724.2972,0.2652
724.4872,0.5881,724.4872,0.2678
724.6771,0.5899,724.6771,0.2687
724.8671,0.5937,724.8671,0.2679
725.057,0.5977,725.057,0.2702
725.2469,0.5988,725.2469,0.272
725.4368,0.6027,725.4368,0.2725
725.6267,0.6052,725.6267,0.2749
725.8165,0.6074,725.8165,0.2758
726.0064,0.6098,726.0064,0.2777
726.1962,0.6109,726.1962,0.277
726.386,0.6147,726.386,0.2794
726.5758,0.6168,726.5758,0.28
726.7656,0.6209,726.7656,0.2808
726.9554,0.6244,726.9554,0.2805
727.1451,0.6265,727.1451,0.2836
727.3349,0.6294,727.3349,0.2831
727.5246,0.6315,727.5246,0.2852
727.7143,0.6346,727.7143,0.2866
727.904,0.6381,727.904,0.2888
728.0937,0.6402,728.0937,0.2896
728.2834,0.6437,728.2834,0.2907
728.473,0.6455,728.473,0.2922
728.6626,0.6485,728.6626,0.2925
728.8523,0.6523,728.8523,0.2931
729.0419,0.6557,729.0419,0.2939
729.2315,0.6602,729.2315,0.2956
729.4211,0.6603,729.4211,0.2966
729.6106,0.6642,729.6106,0.2993
729.8002,0.667,729.8002,0.2996
729.9897,0.6706,729.9897,0.3007
730.1792,0.6742,730.1792,0.301
730.3687,0.6761,730.3687,0.3015
730.5582,0.6792,730.5582,0.3058
730.7477,0.6819,730.7477,0.3055
730.9372,0.6843,730.9372,0.3068
731.1266,0.6861,731.1266,0.3074
731.316,0.6915,731.316,0.3088
731.5055,0.6936,731.5055,0.3096
731.6949,0.6962,731.6949,0.3122
731.8843,0.7001,731.8843,0.3127
732.0736,0.7018,732.0736,0.3147
732.263,0.7048,732.263,0.3137
732.4523,0.7077,732.4523,0.3178
732.6417,0.7114,732.6417,0.3177
732.831,0.7143,732.831,0.3177
733.0203,0.716,733.0203,0.3207
733.2096,0.7184,733.2096,0.3214
733.3988,0.7216,733.3988,0.3225
733.5881,0.7252,733.5881,0.3238
733.7773,0.7295,733.7773,0.3247
733.9666,0.7318,733.9666,0.326
734.1558,0.7331,734.1558,0.3286
734.345,0.7371,734.345,0.3272
734.5342,0.7392,734.5342,0.3301
734.7233,0.7415,734.7233,0.3286
734.9125,0.744,734.9125,0.3308
735.1016,0.7508,735.1016,0.3332
735.2907,0.7511,735.2907,0.3342
735.4799,0.7553,735.4799,0.3356
735.669,0.7564,735.669,0.3357
735.858,0.7594,735.858,0.338
736.0471,0.7616,736.0471,0.339
736.2361,0.7633,736.2361,0.3406
736.4252,0.7665,736.4252,0.3408
736.6142,0.7712,736.6142,0.3426
736.8032,0.7768,736.8032,0.3435
736.9922,0.7774,736.9922,0.3463
737.1812,0.7791,737.1812,0.3447
737.3701,0.7848,737.3701,0.3487
737.5591,0.7846,737.5591,0.3486
737.748,0.7887,737.748,0.3491
737.9369,0.793,737.9369,0.351
738.1258,0.7924,738.1258,0.3512
738.3147,0.797,738.3147,0.3529
738.5036,0.7981,738.5036,0.3537
738.6925,0.8045,738.6925,0.3539
738.8813,0.8065,738.8813,0.3579
739.0701,0.8074,739.0701,0.3576
739.2589,0.8089,739.2589,0.3584
739.4477,0.8143,739.4477,0.3588
739.6365,0.8179,739.6365,0.3621
739.8253,0.8194,739.8253,0.3626
740.014,0.8226,740.014,0.3638
740.2028,0.8259,740.2028,0.3655
740.3915,0.8259,740.3915,0.3647
740.5802,0.8329,740.5802,0.367
740.7689,0.8348,740.7689,0.3674
740.9576,0.8391,740.9576,0.3711
741.1463,0.8399,741.1463,0.3706
741.3349,0.8439,741.3349,0.3723
741.5235,0.846,741.5235,0.3722
741.7122,0.8496,741.7122,0.375
741.9008,0.8529,741.9008,0.376
742.0894,0.8551,742.0894,0.3755
742.2779,0.8558,742.2779,0.3774
742.4665,0.8614,742.4665,0.3785
742.655,0.8639,742.655,0.3803
742.8436,0.8692,742.8436,0.3824
743.0321,0.8694,743.0321,0.3827
743.2206,0.8706,743.2206,0.3839
743.4091,0.8724,743.4091,0.3836
743.5976,0.8764,743.5976,0.3848
743.786,0.882,743.786,0.3876
743.9745,0.8829,743.9745,0.388
744.1629,0.8837,744.1629,0.3894
744.3513,0.886,744.3513,0.3897
744.5397,0.8894,744.5397,0.3917
744.7281,0.8931,744.7281,0.3931
744.9164,0.8952,744.9164,0.394
745.1048,0.8993,745.1048,0.3954
745.2931,0.9005,745.2931,0.3959
745.4815,0.9032,745.4815,0.3978
745.6698,0.9068,745.6698,0.3977
745.8581,0.909,745.8581,0.3996
746.0463,0.9123,746.0463,0.399
746.2346,0.9158,746.2346,0.4021
746.4229,0.916,746.4229,0.4036
746.6111,0.9192,746.6111,0.4034
746.7993,0.9246,746.7993,0.4041
746.9875,0.9264,746.9875,0.405
747.1757,0.9266,747.1757,0.4066
747.3639,0.929,747.3639,0.4091
747.552,0.9316,747.552,0.4078
747.7402,0.935,747.7402,0.4109
747.9283,0.9348,747.9283,0.4106
748.1164,0.9385,748.1164,0.4122
748.3045,0.9439,748.3045,0.4145
748.4926,0.9468,748.4926,0.4153
748.6807,0.9486,748.6807,0.4163
748.8687,0.9539,748.8687,0.4148
749.0568,0.9534,749.0568,0.418
749.2448,0.9548,749.2448,0.42
749.4328,0.9575,749.4328,0.4202
749.6208,0.9573,749.6208,0.4209
749.8088,0.963,749.8088,0.4225
749.9967,0.9626,749.9967,0.4239
750.1847,0.968,750.1847,0.4237
750.3726,0.9716,750.3726,0.4245
750.5606,0.9727,750.5606,0.4241
750.7485,0.9763,750.7485,0.4271
750.9363,0.9758,750.9363,0.4281
751.1242,0.9751,751.1242,0.4279
751.3121,0.9779,751.3121,0.4302
751.4999,0.9819,751.4999,0.4291
751.6878,0.9883,751.6878,0.431
751.8756,0.9864,751.8756,0.4322
752.0634,0.9902,752.0634,0.434
752.2512,0.9906,752.2512,0.436
752.4389,0.9951,752.4389,0.4358
752.6267,0.9949,752.6267,0.4355
752.8144,0.9977,752.8144,0.4371
753.0022,0.9988,753.0022,0.4402
753.1899,1.0042,753.1899,0.44
753.3776,1.0078,753.3776,0.4416
753.5652,1.0076,753.5652,0.4424
753.7529,1.0102,753.7529,0.4399
753.9406,1.0132,753.9406,0.4444
754.1282,1.0118,754.1282,0.4448
754.3158,1.0132,754.3158,0.4453
754.5034,1.0175,754.5034,0.4462
754.691,1.0192,754.691,0.4462
754.8786,1.0202,754.8786,0.4477
755.0661,1.0232,755.0661,0.4495
755.2537,1.0236,755.2537,0.4495
755.4412,1.0278,755.4412,0.4505
755.6287,1.0337,755.6287,0.4509
755.8162,1.0337,755.8162,0.4527
756.0037,1.0337,756.0037,0.4532
756.1912,1.036,756.1912,0.4538
756.3786,1.0384,756.3786,0.4559
756.5661,1.042,756.5661,0.4574
756.7535,1.0361,756.7535,0.4563
756.9409,1.0433,756.9409,0.4563
757.1283,1.0441,757.1283,0.4566
757.3157,1.0448,757.3157,0.4591
757.5031,1.0494,757.5031,0.4605
757.6904,1.0504,757.6904,0.46
757.8777,1.0526,757.8777,0.4613
758.0651,1.051,758.0651,0.4635
758.2524,1.0564,758.2524,0.4631
758.4397,1.054,758.4397,0.4647
758.6269,1.059,758.6269,0.4638
758.8142,1.0604,758.8142,0.466
759.0014,1.0588,759.0014,0.4666
759.1887,1.064,759.1887,0.4664
759.3759,1.0668,759.3759,0.4678
759.5631,1.0669,759.5631,0.469
759.7503,1.0687,759.7503,0.4697
759.9374,1.0718,759.9374,0.4704
760.1246,1.075,760.1246,0.4703
760.3117,1.0742,760.3117,0.4728
760.4989,1.0745,760.4989,0.4733
760.686,1.0774,760.686,0.4746
760.8731,1.0794,760.8731,0.4741
761.0601,1.0821,761.0601,0.4759
761.2472,1.0786,761.2472,0.4759
761.4342,1.0875,761.4342,0.476
761.6213,1.0829,761.6213,0.4777
761.8083,1.0845,761.8083,0.4761
761.9953,1.0843,761.9953,0.4764
762.1823,1.0866,762.1823,0.4794
762.3693,1.0904,762.3693,0.4791
762.5562,1.0871,762.5562,0.4805
762.7432,1.0912,762.7432,0.4805
762.9301,1.0923,762.9301,0.4824
763.117,1.0908,763.117,0.4818
763.3039,1.0985,763.3039,0.4828
763.4908,1.0965,763.4908,0.4862
763.6776,1.0972,763.6776,0.4848
763.8645,1.0955,763.8645,0.4836
764.0513,1.1045,764.0513,0.4848
764.2382,1.1027,764.2382,0.4862
764.425,1.1001,764.425,0.4873
764.6118,1.105,764.6118,0.4867
764.7985,1.1059,764.7985,0.4875
764.9853,1.103,764.9853,0.4868
765.172,1.1062,765.172,0.4891
765.3588,1.107,765.3588,0.4883
765.5455,1.1077,765.5455,0.4895
765.7322,1.1118,765.7322,0.4899
765.9189,1.1098,765.9189,0.4911
766.1055,1.1037,766.1055,0.4909
766.2922,1.1069,766.2922,0.4923
766.4788,1.114,766.4788,0.4918
766.6655,1.111,766.6655,0.4927
766.8521,1.1163,766.8521,0.4916
767.0387,1.1126,767.0387,0.4948
767.2252,1.1187,767.2252,0.494
767.4118,1.1151,767.4118,0.4931
767.5983,1.1176,767.5983,0.4947
767.7849,1.1158,767.7849,0.4963
767.9714,1.1165,767.9714,0.4977
768.1579,1.1199,768.1579,0.4978
768.3444,1.1193,768.3444,0.4981
768.5309,1.1227,768.5309,0.4997
768.7173,1.1252,768.7173,0.4976
768.9038,1.1233,768.9038,0.4989
769.0902,1.1254,769.0902,0.4991
769.2766,1.1222,769.2766,0.4994
769.463,1.1278,769.463,0.5024
769.6494,1.1281,769.6494,0.5017
769.8357,1.1299,769.8357,0.5027
770.0221,1.1263,770.0221,0.5016
770.2084,1.1311,770.2084,0.5016
770.3947,1.1296,770.3947,0.5024
770.581,1.1303,770.581,0.5032
770.7673,1.1297,770.7673,0.5023
770.9536,1.1313,770.9536,0.5049
771.1399,1.1331,771.1399,0.5042
771.3261,1.1337,771.3261,0.5048
771.5123,1.1325,771.5123,0.5025
771.6986,1.1363,771.6986,0.5055
771.8848,1.1346,771.8848,0.5061
772.0709,1.1342,772.0709,0.5061
772.2571,1.1377,772.2571,0.5067
772.4433,1.1392,772.4433,0.507
772.6294,1.1364,772.6294,0.5064
772.8155,1.134,772.8155,0.5082
773.0016,1.1391,773.0016,0.5095
773.1877,1.1384,773.1877,0.5085
773.3738,1.1401,773.3738,0.5096
773.5599,1.1407,773.5599,0.508
