Wavelength,Absorbance,Wavelength,Absorabnce,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Pur,4x Pur
541.0368,0.4124,541.0368,0.3817,541.0368,0.2343
541.2393,0.4117,541.2393,0.379,541.2393,0.2328
541.4418,0.4123,541.4418,0.3824,541.4418,0.2321
541.6443,0.4102,541.6443,0.3805,541.6443,0.2334
541.8468,0.4083,541.8468,0.3782,541.8468,0.2316
542.0492,0.4081,542.0492,0.3762,542.0492,0.2326
542.2516,0.4053,542.2516,0.3779,542.2516,0.2318
542.4541,0.405,542.4541,0.3759,542.4541,0.2309
542.6565,0.4069,542.6565,0.3763,542.6565,0.2311
542.8589,0.4063,542.8589,0.3753,542.8589,0.2308
543.0613,0.4041,543.0613,0.3747,543.0613,0.2311
543.2637,0.4036,543.2637,0.3728,543.2637,0.2311
543.466,0.4035,543.466,0.3757,543.466,0.2323
543.6684,0.4014,543.6684,0.375,543.6684,0.2313
543.8707,0.4015,543.8707,0.3725,543.8707,0.2305
544.0731,0.4009,544.0731,0.3713,544.0731,0.2301
544.2754,0.4023,544.2754,0.3704,544.2754,0.2294
544.4777,0.3971,544.4777,0.3702,544.4777,0.2313
544.68,0.4002,544.68,0.3689,544.68,0.2293
544.8822,0.4003,544.8822,0.3695,544.8822,0.2307
545.0845,0.3956,545.0845,0.3676,545.0845,0.2281
545.2868,0.3971,545.2868,0.3678,545.2868,0.2305
545.489,0.3978,545.489,0.3673,545.489,0.2301
545.6912,0.3964,545.6912,0.3659,545.6912,0.2287
545.8935,0.3971,545.8935,0.3673,545.8935,0.2299
546.0957,0.3942,546.0957,0.3685,546.0957,0.2291
546.2979,0.3952,546.2979,0.3642,546.2979,0.2283
546.5,0.3941,546.5,0.3638,546.5,0.2283
546.7022,0.3923,546.7022,0.3621,546.7022,0.2261
546.9044,0.3931,546.9044,0.3626,546.9044,0.2273
547.1065,0.3907,547.1065,0.3617,547.1065,0.2302
547.3086,0.3893,547.3086,0.3615,547.3086,0.2258
547.5108,0.3881,547.5108,0.3617,547.5108,0.2285
547.7129,0.3897,547.7129,0.3604,547.7129,0.2279
547.915,0.3894,547.915,0.3582,547.915,0.2266
548.1171,0.3872,548.1171,0.3586,548.1171,0.2272
548.3191,0.3874,548.3191,0.3561,548.3191,0.2275
548.5212,0.3849,548.5212,0.3568,548.5212,0.227
548.7232,0.3887,548.7232,0.3573,548.7232,0.2269
548.9253,0.3874,548.9253,0.3545,548.9253,0.2268
549.1273,0.3885,549.1273,0.3581,549.1273,0.2265
549.3293,0.3848,549.3293,0.3551,549.3293,0.2259
549.5313,0.383,549.5313,0.3542,549.5313,0.2256
549.7333,0.3843,549.7333,0.3534,549.7333,0.226
549.9352,0.3818,549.9352,0.3541,549.9352,0.2255
550.1372,0.3813,550.1372,0.3509,550.1372,0.2236
550.3392,0.3816,550.3392,0.3543,550.3392,0.2257
550.5411,0.3818,550.5411,0.3514,550.5411,0.2249
550.743,0.3775,550.743,0.3501,550.743,0.2253
550.9449,0.3808,550.9449,0.3504,550.9449,0.2262
551.1468,0.3783,551.1468,0.3501,551.1468,0.2242
551.3487,0.3788,551.3487,0.3501,551.3487,0.2235
551.5506,0.3791,551.5506,0.3497,551.5506,0.2232
551.7524,0.3765,551.7524,0.3494,551.7524,0.2252
551.9543,0.3755,551.9543,0.3486,551.9543,0.2236
552.1561,0.3751,552.1561,0.3477,552.1561,0.2225
552.3579,0.3749,552.3579,0.3479,552.3579,0.2215
552.5597,0.3743,552.5597,0.3449,552.5597,0.2241
552.7615,0.3733,552.7615,0.3468,552.7615,0.2232
552.9633,0.3765,552.9633,0.3456,552.9633,0.2239
553.1651,0.3722,553.1651,0.3434,553.1651,0.2249
553.3669,0.3734,553.3669,0.3449,553.3669,0.2232
553.5686,0.3737,553.5686,0.3448,553.5686,0.2224
553.7704,0.3717,553.7704,0.3433,553.7704,0.2215
553.9721,0.3712,553.9721,0.3433,553.9721,0.2232
554.1738,0.3695,554.1738,0.3428,554.1738,0.2224
554.3755,0.3723,554.3755,0.3429,554.3755,0.2229
554.5772,0.3703,554.5772,0.3431,554.5772,0.2211
554.7788,0.3688,554.7788,0.3424,554.7788,0.2222
554.9805,0.366,554.9805,0.3435,554.9805,0.2214
555.1822,0.3667,555.1822,0.3404,555.1822,0.2214
555.3838,0.3676,555.3838,0.3396,555.3838,0.2216
555.5854,0.367,555.5854,0.3382,555.5854,0.2199
555.787,0.366,555.787,0.3392,555.787,0.2199
555.9886,0.3656,555.9886,0.3397,555.9886,0.2219
556.1902,0.3644,556.1902,0.3402,556.1902,0.2213
556.3918,0.3652,556.3918,0.3384,556.3918,0.2199
556.5934,0.3644,556.5934,0.3384,556.5934,0.2205
556.7949,0.3632,556.7949,0.3363,556.7949,0.2202
556.9964,0.3639,556.9964,0.3384,556.9964,0.2207
557.198,0.3642,557.198,0.3376,557.198,0.2198
557.3995,0.3612,557.3995,0.3375,557.3995,0.2184
557.601,0.3593,557.601,0.3366,557.601,0.2186
557.8025,0.3599,557.8025,0.3356,557.8025,0.2194
558.0039,0.3591,558.0039,0.3351,558.0039,0.2187
558.2054,0.3609,558.2054,0.3345,558.2054,0.2186
558.4068,0.3591,558.4068,0.3331,558.4068,0.2193
558.6083,0.3567,558.6083,0.3344,558.6083,0.2189
558.8097,0.3574,558.8097,0.3343,558.8097,0.2174
559.0111,0.356,559.0111,0.3343,559.0111,0.2182
559.2125,0.3558,559.2125,0.3323,559.2125,0.2176
559.4139,0.3551,559.4139,0.3331,559.4139,0.2171
559.6153,0.3561,559.6153,0.3308,559.6153,0.2181
559.8166,0.3544,559.8166,0.3305,559.8166,0.217
560.018,0.3526,560.018,0.3324,560.018,0.2166
560.2193,0.3534,560.2193,0.3315,560.2193,0.2161
560.4207,0.3528,560.4207,0.3292,560.4207,0.2168
560.622,0.3523,560.622,0.3299,560.622,0.216
560.8233,0.3509,560.8233,0.3292,560.8233,0.2157
561.0246,0.3501,561.0246,0.328,561.0246,0.2163
561.2258,0.3497,561.2258,0.3292,561.2258,0.2165
561.4271,0.3473,561.4271,0.3268,561.4271,0.2164
561.6283,0.3472,561.6283,0.328,561.6283,0.2164
561.8296,0.3488,561.8296,0.3263,561.8296,0.2167
562.0308,0.3465,562.0308,0.3261,562.0308,0.2152
562.232,0.3471,562.232,0.3258,562.232,0.2148
562.4332,0.3465,562.4332,0.3265,562.4332,0.215
562.6344,0.3448,562.6344,0.3266,562.6344,0.2148
562.8356,0.3454,562.8356,0.3231,562.8356,0.2157
563.0367,0.3444,563.0367,0.325,563.0367,0.2144
563.2379,0.3445,563.2379,0.3229,563.2379,0.2157
563.439,0.3421,563.439,0.3235,563.439,0.2134
563.6401,0.3425,563.6401,0.322,563.6401,0.214
563.8413,0.3416,563.8413,0.321,563.8413,0.2167
564.0424,0.3399,564.0424,0.3232,564.0424,0.2133
564.2434,0.3386,564.2434,0.323,564.2434,0.2138
564.4445,0.3411,564.4445,0.3224,564.4445,0.2135
564.6456,0.3391,564.6456,0.3205,564.6456,0.2134
564.8466,0.3385,564.8466,0.3196,564.8466,0.2123
565.0477,0.3355,565.0477,0.3196,565.0477,0.2126
565.2487,0.337,565.2487,0.3202,565.2487,0.2113
565.4497,0.3369,565.4497,0.3187,565.4497,0.2124
565.6507,0.3338,565.6507,0.3193,565.6507,0.2117
565.8517,0.334,565.8517,0.3191,565.8517,0.2106
566.0527,0.3343,566.0527,0.3162,566.0527,0.2125
566.2536,0.3339,566.2536,0.3154,566.2536,0.2123
566.4546,0.3329,566.4546,0.3146,566.4546,0.2117
566.6555,0.3308,566.6555,0.3137,566.6555,0.2097
566.8564,0.3304,566.8564,0.3159,566.8564,0.2102
567.0573,0.3305,567.0573,0.3138,567.0573,0.2114
567.2582,0.3291,567.2582,0.3129,567.2582,0.2102
567.4591,0.3271,567.4591,0.3139,567.4591,0.2089
567.66,0.3244,567.66,0.3128,567.66,0.2092
567.8609,0.3276,567.8609,0.3146,567.8609,0.2094
568.0617,0.326,568.0617,0.3113,568.0617,0.209
568.2625,0.3254,568.2625,0.3118,568.2625,0.2104
568.4634,0.3246,568.4634,0.3111,568.4634,0.2095
568.6642,0.3228,568.6642,0.3104,568.6642,0.2097
568.865,0.3234,568.865,0.3074,568.865,0.2092
569.0658,0.3218,569.0658,0.3091,569.0658,0.2095
569.2665,0.3226,569.2665,0.3091,569.2665,0.2063
569.4673,0.3188,569.4673,0.3077,569.4673,0.2075
569.668,0.3199,569.668,0.3078,569.668,0.208
569.8688,0.3165,569.8688,0.3078,569.8688,0.2085
570.0695,0.318,570.0695,0.3065,570.0695,0.2076
570.2702,0.3164,570.2702,0.3064,570.2702,0.2075
570.4709,0.3177,570.4709,0.3052,570.4709,0.2079
570.6716,0.3153,570.6716,0.3052,570.6716,0.2083
570.8722,0.3138,570.8722,0.3029,570.8722,0.2071
571.0729,0.3144,571.0729,0.3036,571.0729,0.2068
571.2736,0.3137,571.2736,0.3032,571.2736,0.2063
571.4742,0.3138,571.4742,0.3029,571.4742,0.2069
571.6748,0.3114,571.6748,0.3022,571.6748,0.2059
571.8754,0.3116,571.8754,0.3011,571.8754,0.2057
572.076,0.3106,572.076,0.2991,572.076,0.2068
572.2766,0.3089,572.2766,0.2998,572.2766,0.2069
572.4772,0.3074,572.4772,0.3002,572.4772,0.2061
572.6777,0.3094,572.6777,0.2978,572.6777,0.2048
572.8783,0.3072,572.8783,0.2984,572.8783,0.2052
573.0788,0.3049,573.0788,0.2974,573.0788,0.206
573.2793,0.3057,573.2793,0.2966,573.2793,0.2039
573.4798,0.3034,573.4798,0.2949,573.4798,0.2029
573.6803,0.3034,573.6803,0.2932,573.6803,0.2055
573.8808,0.3026,573.8808,0.2942,573.8808,0.2048
574.0813,0.3005,574.0813,0.2945,574.0813,0.2038
574.2817,0.3026,574.2817,0.2922,574.2817,0.2036
574.4822,0.3011,574.4822,0.2924,574.4822,0.2049
574.6826,0.3012,574.6826,0.2894,574.6826,0.2037
574.883,0.2982,574.883,0.2904,574.883,0.2017
575.0834,0.2991,575.0834,0.2911,575.0834,0.202
575.2838,0.297,575.2838,0.288,575.2838,0.2015
575.4842,0.2963,575.4842,0.2884,575.4842,0.2027
575.6846,0.2944,575.6846,0.2867,575.6846,0.2028
575.8849,0.2974,575.8849,0.2864,575.8849,0.2012
576.0853,0.2955,576.0853,0.2857,576.0853,0.201
576.2856,0.2931,576.2856,0.2854,576.2856,0.2023
576.4859,0.2928,576.4859,0.2826,576.4859,0.2012
576.6862,0.2924,576.6862,0.2847,576.6862,0.202
576.8865,0.2903,576.8865,0.2834,576.8865,0.2024
577.0868,0.2914,577.0868,0.2833,577.0868,0.1994
577.287,0.2905,577.287,0.2828,577.287,0.2015
577.4873,0.2887,577.4873,0.2801,577.4873,0.2019
577.6875,0.2896,577.6875,0.2794,577.6875,0.2003
577.8878,0.2868,577.8878,0.2805,577.8878,0.2018
578.088,0.2858,578.088,0.2794,578.088,0.2002
578.2882,0.2866,578.2882,0.278,578.2882,0.1998
578.4884,0.2857,578.4884,0.2775,578.4884,0.1992
578.6885,0.2854,578.6885,0.2763,578.6885,0.2006
578.8887,0.2811,578.8887,0.2754,578.8887,0.1988
579.0889,0.282,579.0889,0.2764,579.0889,0.1995
579.289,0.2804,579.289,0.2733,579.289,0.2005
579.4891,0.2816,579.4891,0.2727,579.4891,0.199
579.6892,0.2804,579.6892,0.2745,579.6892,0.1982
579.8893,0.2799,579.8893,0.2705,579.8893,0.1979
580.0894,0.2786,580.0894,0.2726,580.0894,0.1993
580.2895,0.2788,580.2895,0.2708,580.2895,0.2003
580.4895,0.2762,580.4895,0.2713,580.4895,0.1976
580.6896,0.2761,580.6896,0.2699,580.6896,0.1988
580.8896,0.2775,580.8896,0.2707,580.8896,0.1969
581.0897,0.2767,581.0897,0.2674,581.0897,0.1978
581.2897,0.2751,581.2897,0.2681,581.2897,0.1981
581.4897,0.2749,581.4897,0.2677,581.4897,0.1975
581.6897,0.2721,581.6897,0.2655,581.6897,0.1969
581.8896,0.2718,581.8896,0.2674,581.8896,0.1959
582.0896,0.2706,582.0896,0.265,582.0896,0.197
582.2895,0.2724,582.2895,0.2624,582.2895,0.1957
582.4895,0.2694,582.4895,0.2648,582.4895,0.1959
582.6894,0.2691,582.6894,0.2628,582.6894,0.1968
582.8893,0.2685,582.8893,0.2627,582.8893,0.1959
583.0892,0.2695,583.0892,0.2606,583.0892,0.1973
583.2891,0.267,583.2891,0.2599,583.2891,0.198
583.4889,0.2665,583.4889,0.2597,583.4889,0.1953
583.6888,0.2681,583.6888,0.2584,583.6888,0.1967
583.8886,0.2654,583.8886,0.2588,583.8886,0.1948
584.0885,0.264,584.0885,0.2567,584.0885,0.1959
584.2883,0.2655,584.2883,0.2572,584.2883,0.196
584.4881,0.2631,584.4881,0.256,584.4881,0.1948
584.6879,0.2636,584.6879,0.2552,584.6879,0.1942
584.8877,0.2632,584.8877,0.254,584.8877,0.194
585.0874,0.2606,585.0874,0.253,585.0874,0.195
585.2872,0.263,585.2872,0.2531,585.2872,0.1953
585.4869,0.2595,585.4869,0.2523,585.4869,0.1954
585.6867,0.2596,585.6867,0.2518,585.6867,0.1956
585.8864,0.2571,585.8864,0.2507,585.8864,0.1944
586.0861,0.2602,586.0861,0.2507,586.0861,0.193
586.2858,0.2561,586.2858,0.2486,586.2858,0.1932
586.4855,0.2577,586.4855,0.2512,586.4855,0.1948
586.6851,0.2561,586.6851,0.2508,586.6851,0.1936
586.8848,0.255,586.8848,0.2487,586.8848,0.1936
587.0844,0.2558,587.0844,0.2484,587.0844,0.1933
587.284,0.2544,587.284,0.2471,587.284,0.1933
587.4836,0.2532,587.4836,0.2461,587.4836,0.1924
587.6832,0.2522,587.6832,0.2451,587.6832,0.1936
587.8828,0.2533,587.8828,0.2451,587.8828,0.1918
588.0824,0.2509,588.0824,0.2455,588.0824,0.1943
588.282,0.2526,588.282,0.2432,588.282,0.1929
588.4815,0.2506,588.4815,0.2428,588.4815,0.1915
588.6811,0.25,588.6811,0.2404,588.6811,0.1925
588.8806,0.2508,588.8806,0.242,588.8806,0.192
589.0801,0.2495,589.0801,0.2398,589.0801,0.1914
589.2796,0.2505,589.2796,0.2402,589.2796,0.1931
589.4791,0.2493,589.4791,0.2397,589.4791,0.1916
589.6785,0.2478,589.6785,0.2384,589.6785,0.1927
589.878,0.2466,589.878,0.239,589.878,0.1913
590.0775,0.2465,590.0775,0.2373,590.0775,0.1918
590.2769,0.2458,590.2769,0.2385,590.2769,0.193
590.4763,0.2462,590.4763,0.2357,590.4763,0.1912
590.6757,0.2463,590.6757,0.2369,590.6757,0.1918
590.8751,0.2429,590.8751,0.2352,590.8751,0.1906
591.0745,0.2451,591.0745,0.2356,591.0745,0.1918
591.2739,0.244,591.2739,0.2329,591.2739,0.1915
591.4732,0.2419,591.4732,0.2342,591.4732,0.1919
591.6726,0.2411,591.6726,0.2336,591.6726,0.1906
591.8719,0.2417,591.8719,0.2309,591.8719,0.1911
592.0712,0.2414,592.0712,0.2321,592.0712,0.1905
592.2705,0.2407,592.2705,0.2316,592.2705,0.1924
592.4698,0.2411,592.4698,0.2309,592.4698,0.1921
592.6691,0.2388,592.6691,0.2281,592.6691,0.1891
592.8683,0.2381,592.8683,0.2292,592.8683,0.1906
593.0676,0.2376,593.0676,0.2293,593.0676,0.1888
593.2668,0.2384,593.2668,0.2291,593.2668,0.1907
593.4661,0.2374,593.4661,0.2276,593.4661,0.1901
593.6653,0.2356,593.6653,0.2274,593.6653,0.191
593.8645,0.2366,593.8645,0.2255,593.8645,0.19
594.0637,0.2351,594.0637,0.2252,594.0637,0.19
594.2628,0.2332,594.2628,0.2242,594.2628,0.189
594.462,0.235,594.462,0.2244,594.462,0.1891
594.6612,0.2358,594.6612,0.2247,594.6612,0.1897
594.8603,0.2345,594.8603,0.223,594.8603,0.1882
595.0594,0.2341,595.0594,0.2239,595.0594,0.1887
595.2585,0.2332,595.2585,0.224,595.2585,0.1885
595.4576,0.2313,595.4576,0.2214,595.4576,0.1892
595.6567,0.2329,595.6567,0.2213,595.6567,0.1889
595.8558,0.2307,595.8558,0.2223,595.8558,0.1895
596.0548,0.2303,596.0548,0.2202,596.0548,0.1889
596.2539,0.2305,596.2539,0.2184,596.2539,0.1887
596.4529,0.2313,596.4529,0.2201,596.4529,0.1883
596.6519,0.2289,596.6519,0.219,596.6519,0.1876
596.8509,0.2303,596.8509,0.2183,596.8509,0.1882
597.0499,0.2299,597.0499,0.2181,597.0499,0.1892
597.2489,0.2292,597.2489,0.2174,597.2489,0.1877
597.4479,0.2269,597.4479,0.2164,597.4479,0.1883
597.6468,0.2286,597.6468,0.2167,597.6468,0.1867
597.8458,0.2283,597.8458,0.2155,597.8458,0.1867
598.0447,0.227,598.0447,0.2157,598.0447,0.1887
598.2436,0.227,598.2436,0.2147,598.2436,0.1868
598.4425,0.2266,598.4425,0.215,598.4425,0.1874
598.6414,0.2263,598.6414,0.2137,598.6414,0.1875
598.8403,0.2264,598.8403,0.213,598.8403,0.1879
599.0392,0.2258,599.0392,0.2132,599.0392,0.1879
599.238,0.2253,599.238,0.2112,599.238,0.1875
599.4369,0.2248,599.4369,0.213,599.4369,0.1874
599.6357,0.2235,599.6357,0.2113,599.6357,0.1863
599.8345,0.223,599.8345,0.2123,599.8345,0.187
600.0333,0.2226,600.0333,0.2098,600.0333,0.1854
600.2321,0.222,600.2321,0.2108,600.2321,0.1873
600.4309,0.2221,600.4309,0.2093,600.4309,0.1861
600.6296,0.2214,600.6296,0.2089,600.6296,0.187
600.8284,0.2221,600.8284,0.2082,600.8284,0.1847
601.0271,0.2216,601.0271,0.2083,601.0271,0.1873
601.2258,0.2199,601.2258,0.2062,601.2258,0.1869
601.4245,0.2211,601.4245,0.2061,601.4245,0.1882
601.6232,0.2203,601.6232,0.2065,601.6232,0.1861
601.8219,0.22,601.8219,0.2053,601.8219,0.1885
602.0206,0.2181,602.0206,0.2049,602.0206,0.1878
602.2192,0.218,602.2192,0.2044,602.2192,0.1869
602.4179,0.2197,602.4179,0.2063,602.4179,0.1875
602.6165,0.2193,602.6165,0.2056,602.6165,0.186
602.8151,0.2183,602.8151,0.2052,602.8151,0.1851
603.0137,0.2174,603.0137,0.2046,603.0137,0.1846
603.2123,0.2189,603.2123,0.2044,603.2123,0.1851
603.4109,0.2181,603.4109,0.2045,603.4109,0.1843
603.6095,0.2176,603.6095,0.2026,603.6095,0.1862
603.808,0.218,603.808,0.2029,603.808,0.1865
604.0065,0.2174,604.0065,0.2041,604.0065,0.1854
604.2051,0.2178,604.2051,0.2017,604.2051,0.1855
604.4036,0.2156,604.4036,0.2015,604.4036,0.1846
604.6021,0.2173,604.6021,0.2033,604.6021,0.1866
604.8006,0.2156,604.8006,0.2,604.8006,0.1861
604.999,0.2154,604.999,0.199,604.999,0.1872
605.1975,0.2151,605.1975,0.2013,605.1975,0.1868
605.396,0.2142,605.396,0.1993,605.396,0.1859
605.5944,0.2129,605.5944,0.2002,605.5944,0.1874
605.7928,0.2138,605.7928,0.1986,605.7928,0.1856
605.9912,0.2134,605.9912,0.1988,605.9912,0.1853
606.1896,0.2137,606.1896,0.198,606.1896,0.183
606.388,0.2147,606.388,0.1971,606.388,0.1857
606.5864,0.2132,606.5864,0.1977,606.5864,0.1858
606.7847,0.2135,606.7847,0.1977,606.7847,0.1844
606.9831,0.213,606.9831,0.197,606.9831,0.1854
607.1814,0.2128,607.1814,0.1962,607.1814,0.1869
607.3797,0.2135,607.3797,0.1963,607.3797,0.1864
607.578,0.212,607.578,0.1957,607.578,0.1843
607.7763,0.211,607.7763,0.196,607.7763,0.1851
607.9746,0.2124,607.9746,0.1943,607.9746,0.1844
608.1728,0.2114,608.1728,0.1944,608.1728,0.1856
608.3711,0.2105,608.3711,0.1945,608.3711,0.1857
608.5693,0.2112,608.5693,0.1954,608.5693,0.1839
608.7676,0.2104,608.7676,0.1937,608.7676,0.1841
608.9658,0.2113,608.9658,0.1938,608.9658,0.1841
609.164,0.2105,609.164,0.1936,609.164,0.1846
609.3621,0.2101,609.3621,0.1922,609.3621,0.1839
609.5603,0.2106,609.5603,0.1922,609.5603,0.1852
609.7585,0.2092,609.7585,0.1933,609.7585,0.1849
609.9566,0.2088,609.9566,0.1928,609.9566,0.1854
610.1548,0.2095,610.1548,0.1907,610.1548,0.1855
610.3529,0.2086,610.3529,0.1905,610.3529,0.1843
610.551,0.2089,610.551,0.1899,610.551,0.1847
610.7491,0.2079,610.7491,0.1902,610.7491,0.1846
610.9472,0.2082,610.9472,0.192,610.9472,0.185
611.1452,0.2073,611.1452,0.1904,611.1452,0.1857
611.3433,0.2077,611.3433,0.1908,611.3433,0.1841
611.5413,0.2074,611.5413,0.1883,611.5413,0.1846
611.7393,0.2071,611.7393,0.1888,611.7393,0.1851
611.9374,0.2062,611.9374,0.1878,611.9374,0.1839
612.1354,0.2072,612.1354,0.1892,612.1354,0.1843
612.3334,0.2074,612.3334,0.1868,612.3334,0.1839
612.5313,0.2063,612.5313,0.1886,612.5313,0.1848
612.7293,0.2074,612.7293,0.1891,612.7293,0.1853
612.9272,0.2073,612.9272,0.1881,612.9272,0.1864
613.1252,0.2063,613.1252,0.1887,613.1252,0.1841
613.3231,0.2073,613.3231,0.1881,613.3231,0.183
613.521,0.2078,613.521,0.1869,613.521,0.1846
613.7189,0.206,613.7189,0.1867,613.7189,0.1845
613.9168,0.2068,613.9168,0.1878,613.9168,0.1842
614.1147,0.2051,614.1147,0.1869,614.1147,0.1851
614.3125,0.207,614.3125,0.1867,614.3125,0.1845
614.5104,0.2059,614.5104,0.1862,614.5104,0.1853
614.7082,0.2065,614.7082,0.1867,614.7082,0.1848
614.906,0.2056,614.906,0.1852,614.906,0.1847
615.1038,0.2064,615.1038,0.1855,615.1038,0.184
615.3016,0.2043,615.3016,0.1859,615.3016,0.1848
615.4994,0.2047,615.4994,0.1851,615.4994,0.1844
615.6971,0.2048,615.6971,0.1851,615.6971,0.1839
615.8949,0.2056,615.8949,0.1854,615.8949,0.1838
616.0926,0.2067,616.0926,0.1853,616.0926,0.1845
616.2903,0.2059,616.2903,0.184,616.2903,0.1855
616.4881,0.204,616.4881,0.1862,616.4881,0.1841
616.6858,0.2049,616.6858,0.1842,616.6858,0.1856
616.8834,0.2066,616.8834,0.1842,616.8834,0.1856
617.0811,0.2059,617.0811,0.1847,617.0811,0.185
617.2788,0.2045,617.2788,0.1856,617.2788,0.1848
617.4764,0.2059,617.4764,0.1831,617.4764,0.1854
617.674,0.205,617.674,0.1831,617.674,0.1852
617.8717,0.2054,617.8717,0.1836,617.8717,0.1857
618.0693,0.2039,618.0693,0.1855,618.0693,0.1842
618.2669,0.2044,618.2669,0.1844,618.2669,0.185
618.4644,0.2041,618.4644,0.1823,618.4644,0.1863
618.662,0.2038,618.662,0.1834,618.662,0.1839
618.8596,0.2049,618.8596,0.1828,618.8596,0.1853
619.0571,0.2042,619.0571,0.1806,619.0571,0.1862
619.2546,0.2037,619.2546,0.1824,619.2546,0.1861
619.4521,0.2059,619.4521,0.1832,619.4521,0.1842
619.6496,0.2055,619.6496,0.1827,619.6496,0.1851
619.8471,0.2048,619.8471,0.1829,619.8471,0.1848
620.0446,0.204,620.0446,0.183,620.0446,0.1846
620.2421,0.2048,620.2421,0.1818,620.2421,0.1853
620.4395,0.2051,620.4395,0.1829,620.4395,0.1854
620.6369,0.2051,620.6369,0.182,620.6369,0.1854
620.8344,0.2048,620.8344,0.1801,620.8344,0.1856
621.0318,0.2044,621.0318,0.1817,621.0318,0.1854
621.2292,0.2062,621.2292,0.1811,621.2292,0.1849
621.4265,0.2057,621.4265,0.1812,621.4265,0.1852
621.6239,0.205,621.6239,0.1802,621.6239,0.184
621.8213,0.2057,621.8213,0.1805,621.8213,0.1846
622.0186,0.2044,622.0186,0.1802,622.0186,0.1856
622.2159,0.2055,622.2159,0.1823,622.2159,0.1859
622.4132,0.2048,622.4132,0.1796,622.4132,0.1856
622.6105,0.2056,622.6105,0.181,622.6105,0.187
622.8078,0.2054,622.8078,0.1798,622.8078,0.186
623.0051,0.205,623.0051,0.1807,623.0051,0.1854
623.2024,0.2068,623.2024,0.1794,623.2024,0.1858
623.3996,0.206,623.3996,0.1793,623.3996,0.1863
623.5968,0.2048,623.5968,0.1799,623.5968,0.1863
623.7941,0.206,623.7941,0.1797,623.7941,0.1847
623.9913,0.2048,623.9913,0.1807,623.9913,0.1852
624.1885,0.2057,624.1885,0.1792,624.1885,0.1856
624.3856,0.2056,624.3856,0.1801,624.3856,0.186
624.5828,0.2046,624.5828,0.1806,624.5828,0.1857
624.78,0.2052,624.78,0.1787,624.78,0.1858
624.9771,0.2061,624.9771,0.1787,624.9771,0.1861
625.1742,0.206,625.1742,0.1789,625.1742,0.1858
625.3714,0.2058,625.3714,0.1796,625.3714,0.1868
625.5685,0.2046,625.5685,0.178,625.5685,0.1873
625.7655,0.206,625.7655,0.1794,625.7655,0.1867
625.9626,0.2067,625.9626,0.1796,625.9626,0.1877
626.1597,0.2069,626.1597,0.1781,626.1597,0.1856
626.3567,0.207,626.3567,0.1801,626.3567,0.1853
626.5538,0.207,626.5538,0.179,626.5538,0.187
626.7508,0.2074,626.7508,0.18,626.7508,0.1867
626.9478,0.2072,626.9478,0.1789,626.9478,0.186
627.1448,0.2058,627.1448,0.1775,627.1448,0.1873
627.3418,0.2081,627.3418,0.1792,627.3418,0.1866
627.5387,0.2071,627.5387,0.1798,627.5387,0.1866
627.7357,0.2079,627.7357,0.1799,627.7357,0.1861
627.9326,0.2074,627.9326,0.1792,627.9326,0.1872
628.1295,0.207,628.1295,0.1805,628.1295,0.1871
628.3265,0.2072,628.3265,0.179,628.3265,0.186
628.5234,0.2095,628.5234,0.1796,628.5234,0.1873
628.7203,0.2087,628.7203,0.18,628.7203,0.1878
628.9171,0.2095,628.9171,0.1802,628.9171,0.1883
629.114,0.2095,629.114,0.1801,629.114,0.1874
629.3108,0.2097,629.3108,0.1788,629.3108,0.1879
629.5077,0.2101,629.5077,0.1806,629.5077,0.1871
629.7045,0.2094,629.7045,0.1796,629.7045,0.1865
629.9013,0.2085,629.9013,0.18,629.9013,0.1877
630.0981,0.2094,630.0981,0.1804,630.0981,0.1869
630.2949,0.2096,630.2949,0.1806,630.2949,0.1877
630.4916,0.2107,630.4916,0.1801,630.4916,0.188
630.6884,0.2106,630.6884,0.178,630.6884,0.1877
630.8851,0.2105,630.8851,0.1808,630.8851,0.1878
631.0819,0.2102,631.0819,0.1792,631.0819,0.189
631.2786,0.2127,631.2786,0.1807,631.2786,0.1889
631.4753,0.2114,631.4753,0.1789,631.4753,0.1896
631.672,0.2108,631.672,0.1805,631.672,0.1883
631.8686,0.2118,631.8686,0.1812,631.8686,0.1888
632.0653,0.2131,632.0653,0.18,632.0653,0.1886
632.2619,0.2125,632.2619,0.1802,632.2619,0.1889
632.4586,0.2119,632.4586,0.1808,632.4586,0.1886
632.6552,0.2136,632.6552,0.1807,632.6552,0.1877
632.8518,0.2141,632.8518,0.1809,632.8518,0.189
633.0484,0.2146,633.0484,0.1791,633.0484,0.1904
633.245,0.2137,633.245,0.1814,633.245,0.1882
633.4415,0.2147,633.4415,0.1799,633.4415,0.1889
633.6381,0.2147,633.6381,0.1808,633.6381,0.1895
633.8346,0.2148,633.8346,0.181,633.8346,0.1872
634.0311,0.2153,634.0311,0.1804,634.0311,0.1893
634.2277,0.2151,634.2277,0.1811,634.2277,0.1896
634.4242,0.2142,634.4242,0.1801,634.4242,0.1902
634.6206,0.2157,634.6206,0.1807,634.6206,0.1893
634.8171,0.2157,634.8171,0.1813,634.8171,0.1908
