Wavelength,Absorabnce,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Purification,4x Purification
541.0368,0.3665,541.0368,0.411,541.0368,0.2333
541.2393,0.3665,541.2393,0.4067,541.2393,0.2336
541.4418,0.3654,541.4418,0.4051,541.4418,0.2343
541.6443,0.3651,541.6443,0.4066,541.6443,0.233
541.8468,0.3663,541.8468,0.4085,541.8468,0.2311
542.0492,0.3629,542.0492,0.4052,542.0492,0.233
542.2516,0.3646,542.2516,0.4054,542.2516,0.233
542.4541,0.363,542.4541,0.4082,542.4541,0.2299
542.6565,0.3614,542.6565,0.4035,542.6565,0.2317
542.8589,0.3615,542.8589,0.404,542.8589,0.2321
543.0613,0.3611,543.0613,0.4037,543.0613,0.232
543.2637,0.36,543.2637,0.4023,543.2637,0.2286
543.466,0.3591,543.466,0.4012,543.466,0.2303
543.6684,0.3579,543.6684,0.4026,543.6684,0.2304
543.8707,0.3593,543.8707,0.4021,543.8707,0.2307
544.0731,0.3572,544.0731,0.4013,544.0731,0.2304
544.2754,0.357,544.2754,0.4014,544.2754,0.2296
544.4777,0.3573,544.4777,0.4007,544.4777,0.2301
544.68,0.3573,544.68,0.4002,544.68,0.2301
544.8822,0.3551,544.8822,0.3986,544.8822,0.2284
545.0845,0.3562,545.0845,0.3987,545.0845,0.2284
545.2868,0.3531,545.2868,0.3983,545.2868,0.2279
545.489,0.3539,545.489,0.3995,545.489,0.2281
545.6912,0.355,545.6912,0.3986,545.6912,0.2271
545.8935,0.354,545.8935,0.3963,545.8935,0.2272
546.0957,0.355,546.0957,0.396,546.0957,0.2266
546.2979,0.3527,546.2979,0.3974,546.2979,0.2276
546.5,0.3517,546.5,0.3942,546.5,0.2259
546.7022,0.3506,546.7022,0.3945,546.7022,0.2274
546.9044,0.3507,546.9044,0.3952,546.9044,0.2269
547.1065,0.3491,547.1065,0.3927,547.1065,0.2244
547.3086,0.3477,547.3086,0.3931,547.3086,0.2266
547.5108,0.3484,547.5108,0.3942,547.5108,0.2252
547.7129,0.3474,547.7129,0.3913,547.7129,0.2264
547.915,0.3473,547.915,0.3915,547.915,0.2222
548.1171,0.3446,548.1171,0.3902,548.1171,0.224
548.3191,0.3464,548.3191,0.3914,548.3191,0.2238
548.5212,0.3451,548.5212,0.391,548.5212,0.2227
548.7232,0.3437,548.7232,0.3894,548.7232,0.2232
548.9253,0.3454,548.9253,0.3864,548.9253,0.224
549.1273,0.3444,549.1273,0.3885,549.1273,0.2244
549.3293,0.344,549.3293,0.3872,549.3293,0.2234
549.5313,0.3408,549.5313,0.3874,549.5313,0.2227
549.7333,0.3415,549.7333,0.3869,549.7333,0.2212
549.9352,0.3397,549.9352,0.3843,549.9352,0.222
550.1372,0.3388,550.1372,0.384,550.1372,0.2208
550.3392,0.3408,550.3392,0.3859,550.3392,0.2198
550.5411,0.3382,550.5411,0.3831,550.5411,0.2207
550.743,0.3376,550.743,0.3842,550.743,0.2183
550.9449,0.3385,550.9449,0.3804,550.9449,0.2197
551.1468,0.3368,551.1468,0.3825,551.1468,0.2192
551.3487,0.337,551.3487,0.382,551.3487,0.22
551.5506,0.3342,551.5506,0.3817,551.5506,0.2182
551.7524,0.335,551.7524,0.3813,551.7524,0.2184
551.9543,0.3343,551.9543,0.3796,551.9543,0.2193
552.1561,0.3319,552.1561,0.3802,552.1561,0.2194
552.3579,0.3319,552.3579,0.381,552.3579,0.2174
552.5597,0.3322,552.5597,0.3783,552.5597,0.2179
552.7615,0.3328,552.7615,0.3782,552.7615,0.2172
552.9633,0.3318,552.9633,0.3776,552.9633,0.2161
553.1651,0.3298,553.1651,0.3775,553.1651,0.2161
553.3669,0.3292,553.3669,0.3749,553.3669,0.2151
553.5686,0.3295,553.5686,0.3758,553.5686,0.2142
553.7704,0.3286,553.7704,0.3742,553.7704,0.2153
553.9721,0.3268,553.9721,0.3746,553.9721,0.2148
554.1738,0.3277,554.1738,0.373,554.1738,0.2138
554.3755,0.3264,554.3755,0.3727,554.3755,0.2165
554.5772,0.3253,554.5772,0.3727,554.5772,0.2145
554.7788,0.3272,554.7788,0.3693,554.7788,0.215
554.9805,0.3243,554.9805,0.3699,554.9805,0.2134
555.1822,0.3238,555.1822,0.3695,555.1822,0.2125
555.3838,0.3229,555.3838,0.3657,555.3838,0.2127
555.5854,0.3215,555.5854,0.3693,555.5854,0.2115
555.787,0.3208,555.787,0.3688,555.787,0.2111
555.9886,0.3206,555.9886,0.3665,555.9886,0.2093
556.1902,0.319,556.1902,0.3641,556.1902,0.2102
556.3918,0.3197,556.3918,0.3646,556.3918,0.2111
556.5934,0.3172,556.5934,0.3659,556.5934,0.2106
556.7949,0.316,556.7949,0.3654,556.7949,0.2108
556.9964,0.3173,556.9964,0.364,556.9964,0.2084
557.198,0.3172,557.198,0.3616,557.198,0.2094
557.3995,0.3151,557.3995,0.362,557.3995,0.2083
557.601,0.316,557.601,0.3618,557.601,0.2092
557.8025,0.3148,557.8025,0.3614,557.8025,0.2075
558.0039,0.3135,558.0039,0.3605,558.0039,0.2067
558.2054,0.3112,558.2054,0.3591,558.2054,0.2074
558.4068,0.3113,558.4068,0.3568,558.4068,0.2081
558.6083,0.3112,558.6083,0.3591,558.6083,0.206
558.8097,0.3113,558.8097,0.357,558.8097,0.2044
559.0111,0.3094,559.0111,0.356,559.0111,0.2051
559.2125,0.3084,559.2125,0.3552,559.2125,0.2046
559.4139,0.3064,559.4139,0.3532,559.4139,0.2055
559.6153,0.3087,559.6153,0.3532,559.6153,0.2038
559.8166,0.3058,559.8166,0.3536,559.8166,0.2022
560.018,0.3045,560.018,0.3528,560.018,0.2026
560.2193,0.304,560.2193,0.3503,560.2193,0.2036
560.4207,0.3051,560.4207,0.3522,560.4207,0.202
560.622,0.305,560.622,0.3506,560.622,0.2015
560.8233,0.3028,560.8233,0.3488,560.8233,0.2005
561.0246,0.3034,561.0246,0.3484,561.0246,0.2002
561.2258,0.2998,561.2258,0.3474,561.2258,0.1997
561.4271,0.3018,561.4271,0.3463,561.4271,0.1999
561.6283,0.2997,561.6283,0.3477,561.6283,0.1982
561.8296,0.2987,561.8296,0.3444,561.8296,0.1984
562.0308,0.2972,562.0308,0.3425,562.0308,0.1984
562.232,0.2959,562.232,0.343,562.232,0.1976
562.4332,0.299,562.4332,0.3414,562.4332,0.1978
562.6344,0.2951,562.6344,0.3415,562.6344,0.1981
562.8356,0.2939,562.8356,0.3426,562.8356,0.1977
563.0367,0.2928,563.0367,0.3403,563.0367,0.1958
563.2379,0.294,563.2379,0.3403,563.2379,0.1946
563.439,0.2923,563.439,0.3401,563.439,0.1965
563.6401,0.2928,563.6401,0.3397,563.6401,0.1971
563.8413,0.2913,563.8413,0.3389,563.8413,0.1943
564.0424,0.289,564.0424,0.3376,564.0424,0.1943
564.2434,0.2891,564.2434,0.3338,564.2434,0.1936
564.4445,0.2887,564.4445,0.3344,564.4445,0.1949
564.6456,0.2873,564.6456,0.3323,564.6456,0.194
564.8466,0.2867,564.8466,0.3341,564.8466,0.193
565.0477,0.2868,565.0477,0.3342,565.0477,0.1925
565.2487,0.2841,565.2487,0.3309,565.2487,0.1916
565.4497,0.2838,565.4497,0.3311,565.4497,0.1924
565.6507,0.2818,565.6507,0.3298,565.6507,0.1916
565.8517,0.2816,565.8517,0.3293,565.8517,0.1909
566.0527,0.2809,566.0527,0.3279,566.0527,0.1889
566.2536,0.2797,566.2536,0.3253,566.2536,0.1897
566.4546,0.2803,566.4546,0.3258,566.4546,0.1899
566.6555,0.2805,566.6555,0.324,566.6555,0.1864
566.8564,0.2806,566.8564,0.3246,566.8564,0.1879
567.0573,0.2788,567.0573,0.3257,567.0573,0.1877
567.2582,0.2779,567.2582,0.3233,567.2582,0.1852
567.4591,0.2769,567.4591,0.3233,567.4591,0.186
567.66,0.2765,567.66,0.322,567.66,0.187
567.8609,0.2757,567.8609,0.3219,567.8609,0.1857
568.0617,0.2744,568.0617,0.3186,568.0617,0.1846
568.2625,0.2749,568.2625,0.3186,568.2625,0.1841
568.4634,0.2728,568.4634,0.317,568.4634,0.1836
568.6642,0.2722,568.6642,0.3168,568.6642,0.1827
568.865,0.272,568.865,0.3169,568.865,0.1824
569.0658,0.2704,569.0658,0.3155,569.0658,0.1816
569.2665,0.2691,569.2665,0.3147,569.2665,0.1825
569.4673,0.2678,569.4673,0.3142,569.4673,0.1804
569.668,0.269,569.668,0.3127,569.668,0.1797
569.8688,0.2679,569.8688,0.3132,569.8688,0.1805
570.0695,0.2649,570.0695,0.3129,570.0695,0.1807
570.2702,0.2656,570.2702,0.3122,570.2702,0.1781
570.4709,0.2654,570.4709,0.3109,570.4709,0.1798
570.6716,0.264,570.6716,0.3083,570.6716,0.1778
570.8722,0.2651,570.8722,0.3099,570.8722,0.1779
571.0729,0.2622,571.0729,0.3075,571.0729,0.1787
571.2736,0.2613,571.2736,0.3061,571.2736,0.1762
571.4742,0.2619,571.4742,0.307,571.4742,0.1772
571.6748,0.2602,571.6748,0.3066,571.6748,0.1767
571.8754,0.2587,571.8754,0.3039,571.8754,0.1761
572.076,0.2581,572.076,0.3028,572.076,0.1761
572.2766,0.2578,572.2766,0.3002,572.2766,0.1744
572.4772,0.258,572.4772,0.3023,572.4772,0.1743
572.6777,0.2561,572.6777,0.3008,572.6777,0.1743
572.8783,0.2561,572.8783,0.3007,572.8783,0.1734
573.0788,0.2548,573.0788,0.299,573.0788,0.173
573.2793,0.2543,573.2793,0.2992,573.2793,0.1712
573.4798,0.2546,573.4798,0.2979,573.4798,0.1742
573.6803,0.2525,573.6803,0.2953,573.6803,0.1711
573.8808,0.2522,573.8808,0.2964,573.8808,0.17
574.0813,0.2498,574.0813,0.2952,574.0813,0.1707
574.2817,0.2522,574.2817,0.2929,574.2817,0.1703
574.4822,0.2505,574.4822,0.2937,574.4822,0.1695
574.6826,0.2494,574.6826,0.2928,574.6826,0.1696
574.883,0.2497,574.883,0.2931,574.883,0.1693
575.0834,0.2485,575.0834,0.2901,575.0834,0.169
575.2838,0.248,575.2838,0.2895,575.2838,0.1681
575.4842,0.2456,575.4842,0.289,575.4842,0.1675
575.6846,0.2451,575.6846,0.2878,575.6846,0.1662
575.8849,0.2454,575.8849,0.2868,575.8849,0.166
576.0853,0.2425,576.0853,0.2877,576.0853,0.1682
576.2856,0.2427,576.2856,0.2847,576.2856,0.1662
576.4859,0.2407,576.4859,0.2845,576.4859,0.1655
576.6862,0.2396,576.6862,0.2833,576.6862,0.1645
576.8865,0.2426,576.8865,0.2834,576.8865,0.1662
577.0868,0.2401,577.0868,0.2807,577.0868,0.1651
577.287,0.2401,577.287,0.2794,577.287,0.1656
577.4873,0.2386,577.4873,0.2812,577.4873,0.165
577.6875,0.2376,577.6875,0.2819,577.6875,0.162
577.8878,0.238,577.8878,0.2792,577.8878,0.1614
578.088,0.2369,578.088,0.2795,578.088,0.1619
578.2882,0.2352,578.2882,0.2783,578.2882,0.1617
578.4884,0.2346,578.4884,0.2778,578.4884,0.1608
578.6885,0.2348,578.6885,0.2758,578.6885,0.1608
578.8887,0.2349,578.8887,0.2736,578.8887,0.1596
579.0889,0.2342,579.0889,0.2733,579.0889,0.1592
579.289,0.2322,579.289,0.2737,579.289,0.1601
579.4891,0.2318,579.4891,0.2703,579.4891,0.1572
579.6892,0.2312,579.6892,0.2714,579.6892,0.1583
579.8893,0.2299,579.8893,0.272,579.8893,0.159
580.0894,0.2298,580.0894,0.2711,580.0894,0.1563
580.2895,0.228,580.2895,0.268,580.2895,0.1576
580.4895,0.2274,580.4895,0.2672,580.4895,0.1568
580.6896,0.2271,580.6896,0.2668,580.6896,0.1562
580.8896,0.2264,580.8896,0.2661,580.8896,0.1549
581.0897,0.2267,581.0897,0.2649,581.0897,0.1543
581.2897,0.2247,581.2897,0.2673,581.2897,0.1539
581.4897,0.2242,581.4897,0.2643,581.4897,0.1544
581.6897,0.2242,581.6897,0.264,581.6897,0.1555
581.8896,0.2223,581.8896,0.2613,581.8896,0.1523
582.0896,0.2223,582.0896,0.2622,582.0896,0.1529
582.2895,0.2225,582.2895,0.2619,582.2895,0.1536
582.4895,0.2223,582.4895,0.2607,582.4895,0.1513
582.6894,0.2203,582.6894,0.2602,582.6894,0.1514
582.8893,0.2192,582.8893,0.2597,582.8893,0.152
583.0892,0.2206,583.0892,0.2568,583.0892,0.1519
583.2891,0.2189,583.2891,0.256,583.2891,0.1523
583.4889,0.2176,583.4889,0.2572,583.4889,0.152
583.6888,0.2162,583.6888,0.2557,583.6888,0.1496
583.8886,0.2169,583.8886,0.2554,583.8886,0.1492
584.0885,0.2151,584.0885,0.2548,584.0885,0.1486
584.2883,0.2151,584.2883,0.2528,584.2883,0.1483
584.4881,0.2149,584.4881,0.2535,584.4881,0.1493
584.6879,0.2147,584.6879,0.2511,584.6879,0.1459
584.8877,0.2144,584.8877,0.2515,584.8877,0.1462
585.0874,0.2129,585.0874,0.2506,585.0874,0.1444
585.2872,0.211,585.2872,0.2487,585.2872,0.1462
585.4869,0.2125,585.4869,0.2482,585.4869,0.1453
585.6867,0.2122,585.6867,0.248,585.6867,0.1466
585.8864,0.2113,585.8864,0.2475,585.8864,0.1434
586.0861,0.21,586.0861,0.2484,586.0861,0.1446
586.2858,0.2099,586.2858,0.2442,586.2858,0.1446
586.4855,0.2081,586.4855,0.2457,586.4855,0.1443
586.6851,0.2101,586.6851,0.243,586.6851,0.1448
586.8848,0.2081,586.8848,0.2438,586.8848,0.1425
587.0844,0.2059,587.0844,0.2421,587.0844,0.1424
587.284,0.204,587.284,0.2427,587.284,0.1415
587.4836,0.2068,587.4836,0.2408,587.4836,0.1417
587.6832,0.2054,587.6832,0.24,587.6832,0.1416
587.8828,0.2052,587.8828,0.2416,587.8828,0.1417
588.0824,0.2031,588.0824,0.2394,588.0824,0.1409
588.282,0.2022,588.282,0.2394,588.282,0.14
588.4815,0.2037,588.4815,0.2388,588.4815,0.1396
588.6811,0.2026,588.6811,0.2357,588.6811,0.1396
588.8806,0.2014,588.8806,0.2367,588.8806,0.1382
589.0801,0.2027,589.0801,0.2341,589.0801,0.1388
589.2796,0.2013,589.2796,0.2345,589.2796,0.1373
589.4791,0.2003,589.4791,0.234,589.4791,0.1378
589.6785,0.1995,589.6785,0.2345,589.6785,0.1373
589.878,0.1981,589.878,0.2335,589.878,0.1361
590.0775,0.1971,590.0775,0.2319,590.0775,0.1368
590.2769,0.1967,590.2769,0.231,590.2769,0.1352
590.4763,0.1972,590.4763,0.2302,590.4763,0.1351
590.6757,0.1953,590.6757,0.2286,590.6757,0.1361
590.8751,0.1953,590.8751,0.2293,590.8751,0.1352
591.0745,0.1954,591.0745,0.228,591.0745,0.1338
591.2739,0.1956,591.2739,0.2283,591.2739,0.1328
591.4732,0.1956,591.4732,0.228,591.4732,0.1336
591.6726,0.1932,591.6726,0.2265,591.6726,0.1339
591.8719,0.1926,591.8719,0.2268,591.8719,0.1339
592.0712,0.1906,592.0712,0.2242,592.0712,0.1333
592.2705,0.1915,592.2705,0.2236,592.2705,0.1327
592.4698,0.1911,592.4698,0.2218,592.4698,0.1313
592.6691,0.1898,592.6691,0.2232,592.6691,0.1319
592.8683,0.1889,592.8683,0.2213,592.8683,0.1292
593.0676,0.1894,593.0676,0.2199,593.0676,0.1313
593.2668,0.1884,593.2668,0.2198,593.2668,0.1309
593.4661,0.1872,593.4661,0.2206,593.4661,0.1295
593.6653,0.1875,593.6653,0.219,593.6653,0.1315
593.8645,0.1886,593.8645,0.2178,593.8645,0.1293
594.0637,0.1869,594.0637,0.2168,594.0637,0.1279
594.2628,0.1866,594.2628,0.2165,594.2628,0.1285
594.462,0.1854,594.462,0.2151,594.462,0.1291
594.6612,0.1856,594.6612,0.2142,594.6612,0.1287
594.8603,0.1845,594.8603,0.216,594.8603,0.1275
595.0594,0.1838,595.0594,0.2142,595.0594,0.1273
595.2585,0.1826,595.2585,0.2122,595.2585,0.1259
595.4576,0.1837,595.4576,0.2133,595.4576,0.126
595.6567,0.1833,595.6567,0.2125,595.6567,0.1248
595.8558,0.183,595.8558,0.2108,595.8558,0.1255
596.0548,0.1808,596.0548,0.211,596.0548,0.1274
596.2539,0.1796,596.2539,0.2107,596.2539,0.1258
596.4529,0.1793,596.4529,0.2109,596.4529,0.1249
596.6519,0.1798,596.6519,0.2088,596.6519,0.1243
596.8509,0.1793,596.8509,0.2092,596.8509,0.1257
597.0499,0.1783,597.0499,0.2077,597.0499,0.123
597.2489,0.1793,597.2489,0.2076,597.2489,0.1238
597.4479,0.1779,597.4479,0.206,597.4479,0.1228
597.6468,0.1781,597.6468,0.2072,597.6468,0.1225
597.8458,0.1778,597.8458,0.2061,597.8458,0.1227
598.0447,0.1756,598.0447,0.2048,598.0447,0.1208
598.2436,0.1766,598.2436,0.2046,598.2436,0.1215
598.4425,0.1761,598.4425,0.2049,598.4425,0.1216
598.6414,0.1764,598.6414,0.2033,598.6414,0.1209
598.8403,0.1747,598.8403,0.2014,598.8403,0.1206
599.0392,0.1743,599.0392,0.2007,599.0392,0.1215
599.238,0.1747,599.238,0.2018,599.238,0.1203
599.4369,0.1738,599.4369,0.1996,599.4369,0.1197
599.6357,0.1726,599.6357,0.1992,599.6357,0.1187
599.8345,0.1709,599.8345,0.1994,599.8345,0.1191
600.0333,0.1721,600.0333,0.2005,600.0333,0.1185
600.2321,0.1723,600.2321,0.1972,600.2321,0.1182
600.4309,0.1716,600.4309,0.199,600.4309,0.1172
600.6296,0.1701,600.6296,0.1973,600.6296,0.1175
600.8284,0.17,600.8284,0.1955,600.8284,0.1173
601.0271,0.1705,601.0271,0.1955,601.0271,0.1158
601.2258,0.1681,601.2258,0.1948,601.2258,0.1172
601.4245,0.1685,601.4245,0.1958,601.4245,0.1165
601.6232,0.1687,601.6232,0.1935,601.6232,0.1168
601.8219,0.1671,601.8219,0.1924,601.8219,0.116
602.0206,0.1673,602.0206,0.1944,602.0206,0.1159
602.2192,0.1677,602.2192,0.1925,602.2192,0.1147
602.4179,0.1664,602.4179,0.1924,602.4179,0.115
602.6165,0.1651,602.6165,0.1901,602.6165,0.1138
602.8151,0.1651,602.8151,0.191,602.8151,0.1148
603.0137,0.1649,603.0137,0.1909,603.0137,0.1139
603.2123,0.165,603.2123,0.1882,603.2123,0.1146
603.4109,0.1643,603.4109,0.1895,603.4109,0.1121
603.6095,0.1643,603.6095,0.1864,603.6095,0.1139
603.808,0.1648,603.808,0.1866,603.808,0.1132
604.0065,0.1639,604.0065,0.1872,604.0065,0.1129
604.2051,0.1624,604.2051,0.1861,604.2051,0.112
604.4036,0.1625,604.4036,0.1877,604.4036,0.1123
604.6021,0.1619,604.6021,0.1844,604.6021,0.1112
604.8006,0.1616,604.8006,0.1858,604.8006,0.1121
604.999,0.1608,604.999,0.1861,604.999,0.112
605.1975,0.1616,605.1975,0.1842,605.1975,0.1088
605.396,0.1612,605.396,0.1847,605.396,0.1115
605.5944,0.1608,605.5944,0.1839,605.5944,0.1117
605.7928,0.1597,605.7928,0.1825,605.7928,0.1105
605.9912,0.1611,605.9912,0.1837,605.9912,0.1101
606.1896,0.1583,606.1896,0.1818,606.1896,0.1097
606.388,0.158,606.388,0.1832,606.388,0.1099
606.5864,0.1595,606.5864,0.1819,606.5864,0.1095
606.7847,0.1596,606.7847,0.1796,606.7847,0.109
606.9831,0.1594,606.9831,0.1808,606.9831,0.1091
607.1814,0.1577,607.1814,0.1783,607.1814,0.1079
607.3797,0.1554,607.3797,0.1789,607.3797,0.1077
607.578,0.1571,607.578,0.178,607.578,0.109
607.7763,0.1573,607.7763,0.1782,607.7763,0.1082
607.9746,0.1559,607.9746,0.1767,607.9746,0.1082
608.1728,0.1539,608.1728,0.1764,608.1728,0.1066
608.3711,0.1563,608.3711,0.1755,608.3711,0.1062
608.5693,0.1538,608.5693,0.1751,608.5693,0.1081
608.7676,0.1558,608.7676,0.1756,608.7676,0.1066
608.9658,0.1542,608.9658,0.175,608.9658,0.105
609.164,0.1545,609.164,0.1738,609.164,0.1059
609.3621,0.1541,609.3621,0.1732,609.3621,0.1061
609.5603,0.1538,609.5603,0.1729,609.5603,0.1054
609.7585,0.153,609.7585,0.1713,609.7585,0.1052
609.9566,0.1516,609.9566,0.1717,609.9566,0.1061
610.1548,0.1523,610.1548,0.1723,610.1548,0.1043
610.3529,0.1517,610.3529,0.1709,610.3529,0.1042
610.551,0.152,610.551,0.1711,610.551,0.1037
610.7491,0.1509,610.7491,0.1715,610.7491,0.1037
610.9472,0.1496,610.9472,0.1704,610.9472,0.1029
611.1452,0.1509,611.1452,0.1705,611.1452,0.102
611.3433,0.1509,611.3433,0.1696,611.3433,0.1026
611.5413,0.1518,611.5413,0.1696,611.5413,0.1021
611.7393,0.15,611.7393,0.1695,611.7393,0.1017
611.9374,0.1504,611.9374,0.1686,611.9374,0.103
612.1354,0.1494,612.1354,0.1682,612.1354,0.1016
612.3334,0.1496,612.3334,0.1681,612.3334,0.1011
612.5313,0.1484,612.5313,0.168,612.5313,0.1014
612.7293,0.1492,612.7293,0.1658,612.7293,0.1011
612.9272,0.1493,612.9272,0.1659,612.9272,0.1004
613.1252,0.1491,613.1252,0.1653,613.1252,0.1008
613.3231,0.1487,613.3231,0.1642,613.3231,0.1
613.521,0.1479,613.521,0.1644,613.521,0.1007
613.7189,0.148,613.7189,0.1639,613.7189,0.1001
613.9168,0.1469,613.9168,0.1633,613.9168,0.1002
614.1147,0.148,614.1147,0.164,614.1147,0.099
614.3125,0.1459,614.3125,0.1632,614.3125,0.1001
614.5104,0.1477,614.5104,0.1623,614.5104,0.0986
614.7082,0.1456,614.7082,0.1637,614.7082,0.0985
614.906,0.1461,614.906,0.163,614.906,0.1002
615.1038,0.1452,615.1038,0.1634,615.1038,0.0986
615.3016,0.1465,615.3016,0.1606,615.3016,0.0986
615.4994,0.1448,615.4994,0.162,615.4994,0.0978
615.6971,0.1445,615.6971,0.161,615.6971,0.0993
615.8949,0.145,615.8949,0.1602,615.8949,0.0985
616.0926,0.1453,616.0926,0.1594,616.0926,0.0978
616.2903,0.1437,616.2903,0.1584,616.2903,0.0986
616.4881,0.1437,616.4881,0.1589,616.4881,0.0974
616.6858,0.1433,616.6858,0.1593,616.6858,0.097
616.8834,0.1434,616.8834,0.1579,616.8834,0.0965
617.0811,0.1421,617.0811,0.1584,617.0811,0.0968
617.2788,0.1421,617.2788,0.1584,617.2788,0.0968
617.4764,0.142,617.4764,0.1556,617.4764,0.0968
617.674,0.1439,617.674,0.1574,617.674,0.0971
617.8717,0.1423,617.8717,0.1565,617.8717,0.0969
618.0693,0.1428,618.0693,0.1561,618.0693,0.0965
618.2669,0.1415,618.2669,0.155,618.2669,0.0954
618.4644,0.1417,618.4644,0.1563,618.4644,0.0958
618.662,0.1413,618.662,0.155,618.662,0.0959
618.8596,0.1416,618.8596,0.155,618.8596,0.0947
619.0571,0.1416,619.0571,0.1547,619.0571,0.0959
619.2546,0.1412,619.2546,0.1548,619.2546,0.0951
619.4521,0.1406,619.4521,0.1533,619.4521,0.0933
619.6496,0.1414,619.6496,0.153,619.6496,0.0939
619.8471,0.14,619.8471,0.1532,619.8471,0.0943
620.0446,0.1406,620.0446,0.1529,620.0446,0.0931
620.2421,0.1402,620.2421,0.1529,620.2421,0.0952
620.4395,0.1389,620.4395,0.1541,620.4395,0.0933
620.6369,0.139,620.6369,0.1506,620.6369,0.0921
620.8344,0.1403,620.8344,0.1528,620.8344,0.0931
621.0318,0.1382,621.0318,0.1525,621.0318,0.0936
621.2292,0.1383,621.2292,0.1506,621.2292,0.0933
621.4265,0.139,621.4265,0.1524,621.4265,0.0933
621.6239,0.1397,621.6239,0.1516,621.6239,0.0938
621.8213,0.1375,621.8213,0.1503,621.8213,0.0924
622.0186,0.1389,622.0186,0.1485,622.0186,0.0915
622.2159,0.1385,622.2159,0.1487,622.2159,0.0923
622.4132,0.1382,622.4132,0.1489,622.4132,0.0933
622.6105,0.1393,622.6105,0.1493,622.6105,0.0927
622.8078,0.1372,622.8078,0.1485,622.8078,0.0922
623.0051,0.1383,623.0051,0.1481,623.0051,0.092
623.2024,0.1378,623.2024,0.1496,623.2024,0.0925
623.3996,0.1359,623.3996,0.1467,623.3996,0.0916
623.5968,0.1361,623.5968,0.1474,623.5968,0.0914
623.7941,0.1357,623.7941,0.1468,623.7941,0.0902
623.9913,0.1362,623.9913,0.1466,623.9913,0.0909
624.1885,0.1362,624.1885,0.147,624.1885,0.0902
624.3856,0.1364,624.3856,0.1472,624.3856,0.0909
624.5828,0.1358,624.5828,0.1461,624.5828,0.0904
624.78,0.1354,624.78,0.1442,624.78,0.0911
624.9771,0.1357,624.9771,0.1447,624.9771,0.0897
625.1742,0.1367,625.1742,0.1477,625.1742,0.0905
625.3714,0.135,625.3714,0.1466,625.3714,0.0903
625.5685,0.135,625.5685,0.143,625.5685,0.0906
625.7655,0.1366,625.7655,0.1448,625.7655,0.091
625.9626,0.135,625.9626,0.1454,625.9626,0.0906
626.1597,0.1349,626.1597,0.1447,626.1597,0.089
626.3567,0.1342,626.3567,0.1453,626.3567,0.0906
626.5538,0.1352,626.5538,0.1438,626.5538,0.0882
626.7508,0.1334,626.7508,0.1438,626.7508,0.0899
626.9478,0.1333,626.9478,0.1425,626.9478,0.0894
627.1448,0.1345,627.1448,0.143,627.1448,0.0887
627.3418,0.1336,627.3418,0.1429,627.3418,0.0901
627.5387,0.1351,627.5387,0.1422,627.5387,0.0885
627.7357,0.1348,627.7357,0.144,627.7357,0.0889
627.9326,0.1333,627.9326,0.1438,627.9326,0.089
628.1295,0.1334,628.1295,0.1413,628.1295,0.0887
628.3265,0.1344,628.3265,0.1416,628.3265,0.0881
628.5234,0.1345,628.5234,0.1415,628.5234,0.0886
628.7203,0.134,628.7203,0.1418,628.7203,0.088
628.9171,0.1341,628.9171,0.1407,628.9171,0.0874
629.114,0.1333,629.114,0.1417,629.114,0.0881
629.3108,0.1341,629.3108,0.1406,629.3108,0.0866
629.5077,0.1325,629.5077,0.1403,629.5077,0.0873
629.7045,0.1339,629.7045,0.1397,629.7045,0.0872
629.9013,0.132,629.9013,0.1387,629.9013,0.0868
630.0981,0.1325,630.0981,0.14,630.0981,0.0878
630.2949,0.1324,630.2949,0.1394,630.2949,0.088
630.4916,0.1336,630.4916,0.1389,630.4916,0.0858
630.6884,0.1326,630.6884,0.1393,630.6884,0.0875
630.8851,0.1325,630.8851,0.1381,630.8851,0.086
631.0819,0.1318,631.0819,0.1383,631.0819,0.0861
631.2786,0.131,631.2786,0.1385,631.2786,0.0867
631.4753,0.1327,631.4753,0.1394,631.4753,0.087
631.672,0.1317,631.672,0.1391,631.672,0.0869
631.8686,0.1305,631.8686,0.1373,631.8686,0.0868
632.0653,0.1315,632.0653,0.1374,632.0653,0.0869
632.2619,0.1315,632.2619,0.1355,632.2619,0.0876
632.4586,0.1317,632.4586,0.137,632.4586,0.0859
632.6552,0.1313,632.6552,0.1368,632.6552,0.0855
632.8518,0.131,632.8518,0.136,632.8518,0.0867
633.0484,0.1325,633.0484,0.1362,633.0484,0.0855
633.245,0.1309,633.245,0.1377,633.245,0.0856
633.4415,0.1306,633.4415,0.1352,633.4415,0.0864
633.6381,0.1308,633.6381,0.1355,633.6381,0.0856
633.8346,0.1304,633.8346,0.1362,633.8346,0.0853
634.0311,0.1299,634.0311,0.1358,634.0311,0.0864
634.2277,0.1313,634.2277,0.1363,634.2277,0.0857
634.4242,0.1304,634.4242,0.1348,634.4242,0.0857
634.6206,0.1308,634.6206,0.135,634.6206,0.0841
634.8171,0.1311,634.8171,0.1348,634.8171,0.0862
635.0136,0.1288,635.0136,0.1345,635.0136,0.085
